title,make,model,year,condition,transmission,price
Nissan Rogue 2012 Blue,Nissan,Rogue,2012,foreign used,automatic,"₦ 11,500,000"
Toyota Corolla 2015 Blue,Toyota,Corolla,2015,foreign used,automatic,"₦ 17,000,000"
Hyundai Sonata SE 2019 Gray,Hyundai,Sonata SE,2019,foreign used,automatic,"₦ 22,500,000"
Toyota Highlander 2009 Gray,Toyota,Highlander,2009,foreign used,automatic,"₦ 17,500,000"
Peugeot 406 2006 Blue,Peugeot,406,2006,local used,automatic,"₦ 4,300,000"
New Toyota Hilux 2024 Black,New,Toyota Hilux,2024,new,automatic,"₦ 115,000,000"
Mercedes-Benz GLC-Class 2017 White,Mercedes-Benz,GLC-Class,2017,local used,automatic,"₦ 22,000,000"
Toyota 4-Runner 2017 Gray,Toyota,4-Runner,2017,foreign used,automatic,"₦ 65,000,000"
Mercedes-Benz GLE-Class 2016 White,Mercedes-Benz,GLE-Class,2016,local used,automatic,"₦ 58,000,000"
Hyundai Elantra Limited Sedan FWD (1.8L 4cyl 6A) 2016 White,Hyundai,Elantra Limited,2016,foreign used,automatic,"₦ 13,500,000"
Opel Zafira 2005 Green,Opel,Zafira,2005,foreign used,automatic,"₦ 5,700,000"
Toyota Carina E 1998 Green,Toyota,Carina E,1998,foreign used,manual,"₦ 7,800,000"
Ford F-150 2011 Red,Ford,F-150,2011,local used,automatic,"₦ 12,800,000"
Lexus ES 350 FWD 2013 Black,Lexus,ES 350,2013,foreign used,automatic,"₦ 20,000,000"
Toyota Tundra SR5 Access Cab 2004 Blue,Toyota,Tundra SR5,2004,local used,automatic,"₦ 4,200,000"
Hyundai Avante 2010 White,Hyundai,Avante,2010,foreign used,automatic,"₦ 13,000,000"
Toyota Corolla 2013 Silver,Toyota,Corolla,2013,local used,automatic,"₦ 10,200,000"
Toyota RAV4 2011 Black,Toyota,RAV4,2011,foreign used,automatic,"₦ 9,500,000"
Mercedes-Benz GLK-Class 350 4MATIC 2014 Red,Mercedes-Benz,GLK-Class 350,2014,foreign used,automatic,"₦ 23,500,000"
Volkswagen Golf 2001 Burgundy,Volkswagen,Golf,2001,local used,manual,"₦ 2,000,000"
Toyota RAV4 Limited 4dr SUV AWD (2.5L 4cyl 6A) 2014 Red,Toyota,RAV4 Limited,2014,foreign used,automatic,"₦ 24,000,000"
Mercedes-Benz E350 Base 4Matic Sedan AWD (3.5L 6cyl 7A) 2015 Black,Mercedes-Benz,E350 Base,2015,foreign used,automatic,"₦ 24,000,000"
Lexus RX 350 2010 Black,Lexus,RX 350,2010,foreign used,automatic,"₦ 17,500,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2013 Silver,Toyota,Camry SE,2013,foreign used,automatic,"₦ 14,500,000"
Toyota Land Cruiser Prado 2.7 i 2011 Black,Toyota,Land Cruiser,2011,local used,automatic,"₦ 31,000,000"
Mercedes-Benz M Class ML 350 4Matic 2013 Black,Mercedes-Benz,M Class,2013,local used,automatic,"₦ 22,500,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2015 Silver,Toyota,Camry SE,2015,foreign used,automatic,"₦ 16,300,000"
Toyota Avensis 1.8 1998,Toyota,Avensis 1,1998,foreign used,,"₦ 8,500,000"
Toyota Land Cruiser 2011 Silver,Toyota,Land Cruiser,2011,local used,automatic,"₦ 48,000,000"
Peugeot 408 2012 Black,Peugeot,408,2012,local used,automatic,"₦ 4,500,000"
Toyota Tundra Double Cab 4x4 Limited 2011 Blue,Toyota,Tundra Double,2011,foreign used,automatic,"₦ 21,000,000"
Mercedes-Benz GLE-Class GLE 350 4MATIC 2021 Black,Mercedes-Benz,GLE-Class GLE,2021,foreign used,automatic,"₦ 85,000,000"
Toyota RAV4 2011 White,Toyota,RAV4,2011,foreign used,automatic,"₦ 12,450,000"
Toyota Highlander 2022 Black,Toyota,Highlander,2022,foreign used,automatic,"₦ 80,000,000"
Kia Sorento 2012 Brown,Kia,Sorento,2012,foreign used,automatic,"₦ 16,000,000"
Toyota Corolla LE 2005 Blue,Toyota,Corolla LE,2005,foreign used,automatic,"₦ 9,000,000"
Toyota RAV4 2008 Gray,Toyota,RAV4,2008,local used,automatic,"₦ 7,200,000"
Honda Civic 2007 Blue,Honda,Civic,2007,local used,automatic,"₦ 5,800,000"
Toyota Highlander XLE 2019 Silver,Toyota,Highlander XLE,2019,foreign used,automatic,"₦ 41,000,000"
Toyota Corolla 1.4 D-4D Automatic 2007 Red,Toyota,Corolla 1,2007,local used,automatic,"₦ 5,500,000"
New Toyota Hilux 2025 Black,New,Toyota Hilux,2025,new,automatic,"₦ 112,000,000"
Lexus LX 570 (5 seats) AWD 2017 Gray,Lexus,LX 570,2017,foreign used,automatic,"₦ 130,000,000"
Toyota Camry 2014 White,Toyota,Camry,2014,local used,automatic,"₦ 11,500,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2015 Red,Toyota,Camry XLE,2015,local used,automatic,"₦ 17,000,000"
Lexus IS 250 2015 Black,Lexus,IS 250,2015,foreign used,automatic,"₦ 22,500,000"
Toyota Land Cruiser Prado 4.0 V6 Dual VVT-i 2015 Black,Toyota,Land Cruiser,2015,local used,automatic,"₦ 42,000,000"
Toyota Highlander SE 2010 White,Toyota,Highlander SE,2010,foreign used,automatic,"₦ 16,500,000"
Lexus LX 2016 Black,Lexus,LX,2016,local used,automatic,"₦ 87,500,000"
Toyota Venza 2010 Silver,Toyota,Venza,2010,foreign used,automatic,"₦ 16,800,000"
Mazda Premacy 2005 Silver,Mazda,Premacy,2005,foreign used,manual,"₦ 5,000,000"
Mazda MPV 2005 Silver,Mazda,MPV,2005,local used,automatic,"₦ 2,400,000"
Lexus RX 350 2019 Gray,Lexus,RX 350,2019,foreign used,automatic,"₦ 56,953,125"
Toyota Sienna LE FWD 2006 Blue,Toyota,Sienna LE,2006,foreign used,automatic,"₦ 11,500,000"
Toyota Corolla LE 2007 Green,Toyota,Corolla LE,2007,local used,automatic,"₦ 4,700,000"
Toyota Venza 2012 Brown,Toyota,Venza,2012,local used,automatic,"₦ 11,200,000"
Ford Escape 2024 Black,Ford,Escape,2024,foreign used,automatic,"₦ 62,500,000"
Honda Jazz 2007 Red,Honda,Jazz,2007,foreign used,manual,"₦ 5,500,000"
Infiniti QX80 2014 Black,Infiniti,QX80,2014,local used,automatic,"₦ 16,198,000"
Mercedes-Benz GLK-Class 2014 White,Mercedes-Benz,GLK-Class,2014,foreign used,automatic,"₦ 25,000,000"
Hyundai Santa Fe 2017 White,Hyundai,Santa Fe,2017,foreign used,automatic,"₦ 32,500,000"
Toyota Highlander 2013 Silver,Toyota,Highlander,2013,foreign used,automatic,"₦ 24,000,000"
Lexus RX 350 2017 Blue,Lexus,RX 350,2017,foreign used,automatic,"₦ 34,500,000"
Toyota Highlander Limited V6 2005 Green,Toyota,Highlander Limited,2005,foreign used,automatic,"₦ 14,500,000"
Toyota Avalon Touring FWD Sedan (3.6L 6cyl 6A) 2016 Blue,Toyota,Avalon Touring,2016,foreign used,automatic,"₦ 27,000,000"
Toyota Highlander XLE 4x4 V6 (3.5L 6cyl 8A) 2018 Gray,Toyota,Highlander XLE,2018,foreign used,automatic,"₦ 29,500,000"
Mercedes-Benz Sprinter 2021 Black,Mercedes-Benz,Sprinter,2021,foreign used,manual,"₦ 200,000,000"
Audi A4 2.0T Premium FWD 2017 White,Audi,A4 2,2017,local used,automatic,"₦ 25,000,000"
Toyota Hilux 2016 White,Toyota,Hilux,2016,foreign used,automatic,"₦ 48,000,000"
Toyota RAV4 2.5 4x4 2010 Green,Toyota,RAV4 2,2010,local used,automatic,"₦ 8,200,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6AM) 2010 Silver,Toyota,Camry LE,2010,local used,automatic,"₦ 7,450,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2010 Silver,Toyota,Corolla LE,2010,local used,automatic,"₦ 7,400,000"
Lexus RX 300 4WD 2003 White,Lexus,RX 300,2003,local used,automatic,"₦ 4,800,000"
Toyota Camry XSE 4dr Sedan (2.5L 4cyl 6A) 2015 Silver,Toyota,Camry XSE,2015,local used,automatic,"₦ 11,520,000"
Honda Accord 2014 White,Honda,Accord,2014,foreign used,automatic,"₦ 15,500,000"
Kia Sedona 2006 White,Kia,Sedona,2006,local used,automatic,"₦ 5,500,000"
Hyundai Santa Fe SE Ultimate FWD 2017 Black,Hyundai,Santa Fe,2017,foreign used,automatic,"₦ 22,300,000"
Toyota Corolla 2007 Red,Toyota,Corolla,2007,foreign used,automatic,"₦ 8,800,000"
Toyota Venza 2010 Silver,Toyota,Venza,2010,foreign used,automatic,"₦ 18,000,000"
Toyota Verso 2009 Black,Toyota,Verso,2009,foreign used,automatic,"₦ 10,200,000"
Toyota Camry 2013 Silver,Toyota,Camry,2013,foreign used,automatic,"₦ 11,700,000"
Mercedes-Benz C300 2008 Gray,Mercedes-Benz,C300,2008,local used,automatic,"₦ 6,500,000"
Toyota Highlander Limited Platinum 4x4 V6 (3.5L 6cyl 8A) 2018 Blue,Toyota,Highlander Limited,2018,foreign used,automatic,"₦ 48,000,000"
Toyota Camry LE 4dr Sedan (2.2L 4cyl 4A) 2000 Green,Toyota,Camry LE,2000,local used,automatic,"₦ 2,400,000"
Toyota Highlander V6 2005 Green,Toyota,Highlander V6,2005,local used,automatic,"₦ 6,000,000"
Infiniti FX35 2008 Black,Infiniti,FX35,2008,local used,automatic,"₦ 3,800,000"
Toyota Camry 2003 Silver,Toyota,Camry,2003,local used,automatic,"₦ 4,750,000"
Honda Ridgeline 2009 Gray,Honda,Ridgeline,2009,foreign used,automatic,"₦ 13,000,000"
Pontiac Vibe 2009 White,Pontiac,Vibe,2009,local used,automatic,"₦ 6,600,000"
Toyota Camry 2014 Gold,Toyota,Camry,2014,foreign used,automatic,"₦ 14,850,000"
Lexus ES 350 2011 White,Lexus,ES 350,2011,foreign used,automatic,"₦ 15,000,000"
Honda Accord Crosstour 2014 White,Honda,Accord Crosstour,2014,foreign used,automatic,"₦ 17,000,000"
Toyota Corolla XSE 4dr Sedan (1.8L 4cyl CVT) 2017 Blue,Toyota,Corolla XSE,2017,local used,,"₦ 13,923,000"
Honda Civic HF Sedan EX-L 2013 Gray,Honda,Civic HF,2013,local used,automatic,"₦ 7,500,000"
Ford Explorer XLT 4dr 4x4 (2.3L 4cyl 6A) 2017 Black,Ford,Explorer XLT,2017,local used,automatic,"₦ 16,800,000"
Lexus RX 350 2010 Silver,Lexus,RX 350,2010,foreign used,automatic,"₦ 23,000,000"
Toyota Venza AWD 2010 Red,Toyota,Venza AWD,2010,local used,automatic,"₦ 13,500,000"
Toyota Camry XLE FWD (2.5L 4cyl 8AM) 2018 Blue,Toyota,Camry XLE,2018,foreign used,automatic,"₦ 29,000,000"
Honda Accord EX CVT 2024 Gray,Honda,Accord EX,2024,foreign used,automatic,"₦ 30,000,000"
Hyundai Veloster Veloster (Standard) 2013 White,Hyundai,Veloster Veloster,2013,local used,automatic,"₦ 10,200,000"
Toyota Camry Automatic 1999 Gray,Toyota,Camry Automatic,1999,local used,automatic,"₦ 2,500,000"
Lexus RX 2004 Beige,Lexus,RX,2004,foreign used,automatic,"₦ 12,500,000"
Lexus ES 350 2007 Silver,Lexus,ES 350,2007,local used,automatic,"₦ 7,800,000"
Ford Escape Titanium 2013 Red,Ford,Escape Titanium,2013,foreign used,automatic,"₦ 14,300,000"
Toyota 4-Runner 2008 Blue,Toyota,4-Runner,2008,local used,automatic,"₦ 4,000,000"
Ford Edge 2013 White,Ford,Edge,2013,local used,automatic,"₦ 7,600,000"
Toyota Matrix Hatchback AWD (1.8L 4cyl 4A) 2006 Blue,Toyota,Matrix Hatchback,2006,local used,automatic,"₦ 3,950,000"
Toyota Highlander 2016 White,Toyota,Highlander,2016,foreign used,automatic,"₦ 29,850,000"
Mercedes-Benz M Class 2014 Black,Mercedes-Benz,M Class,2014,foreign used,automatic,"₦ 23,800,000"
Toyota Sienna 2005 Red,Toyota,Sienna,2005,foreign used,automatic,"₦ 9,800,000"
Toyota Tacoma 2019,Toyota,Tacoma,2019,foreign used,automatic,"₦ 58,500,000"
Toyota Tacoma Limited 2022 Black,Toyota,Tacoma Limited,2022,foreign used,automatic,"₦ 52,500,000"
Lexus ES 300 2002 Silver,Lexus,ES 300,2002,local used,automatic,"₦ 5,200,000"
Ford Edge 2013 Blue,Ford,Edge,2013,local used,automatic,"₦ 6,850,000"
Lexus ES 2005 Silver,Lexus,ES,2005,local used,automatic,"₦ 7,900,000"
Mercedes-Benz GLK-Class 2012 White,Mercedes-Benz,GLK-Class,2012,foreign used,automatic,"₦ 22,200,000"
Mercedes-Benz M Class 2015 White,Mercedes-Benz,M Class,2015,foreign used,automatic,"₦ 26,500,000"
Toyota Corolla 2006 Gray,Toyota,Corolla,2006,local used,automatic,"₦ 5,700,000"
Toyota Corolla 2009 Gray,Toyota,Corolla,2009,local used,automatic,"₦ 6,800,000"
Toyota Camry SE V6 4dr Sedan (3.5L 6cyl 6A) 2011 Gray,Toyota,Camry SE,2011,foreign used,automatic,"₦ 12,000,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2017 Black,Mercedes-Benz,GLE-Class AMG,2017,local used,automatic,"₦ 57,000,000"
Toyota Land Cruiser Prado 2.7 i 16V 2007 Black,Toyota,Land Cruiser,2007,local used,automatic,"₦ 13,700,000"
Mercedes-Benz E350 Base 4Matic Sedan AWD (3.5L 6cyl 7A) 2015 White,Mercedes-Benz,E350 Base,2015,local used,automatic,"₦ 18,800,000"
Toyota Camry SE 2025 Gray,Toyota,Camry SE,2025,foreign used,automatic,"₦ 79,000,000"
Lexus ES 350 2009 Red,Lexus,ES 350,2009,local used,automatic,"₦ 8,900,000"
Toyota Tacoma Double Cab V6 Automatic 2010 Green,Toyota,Tacoma Double,2010,foreign used,automatic,"₦ 24,000,000"
Mercedes-Benz GLA 250 2017 Black,Mercedes-Benz,GLA 250,2017,local used,automatic,"₦ 18,500,000"
Hyundai Sonata 2013 Gray,Hyundai,Sonata,2013,foreign used,automatic,"₦ 10,500,000"
Toyota RAV4 Limited V6 4x4 2008 Silver,Toyota,RAV4 Limited,2008,local used,automatic,"₦ 8,500,000"
Toyota RAV4 Automatic 2003 Silver,Toyota,RAV4 Automatic,2003,local used,automatic,"₦ 4,500,000"
Hyundai Sonata 2012 Silver,Hyundai,Sonata,2012,foreign used,automatic,"₦ 11,000,000"
Mercedes-Benz GLE-Class 2016 Black,Mercedes-Benz,GLE-Class,2016,foreign used,automatic,"₦ 65,000,000"
Ford F-150 SuperCrew 2008 Red,Ford,F-150 SuperCrew,2008,foreign used,automatic,"₦ 10,000,000"
Lexus LS 2008 Black,Lexus,LS,2008,local used,automatic,"₦ 6,900,000"
Lexus RX 2003 Blue,Lexus,RX,2003,local used,automatic,"₦ 3,000,000"
Toyota RAV4 2007 Black,Toyota,RAV4,2007,local used,automatic,"₦ 7,100,000"
Lexus RX 350 FWD 2018 Blue,Lexus,RX 350,2018,foreign used,automatic,"₦ 42,500,000"
Lincoln Navigator 4dr SUV 4WD (3.5L 6cyl Turbo 6A) 2015 Red,Lincoln,Navigator 4dr,2015,foreign used,automatic,"₦ 18,500,000"
Honda Civic EX-L 4dr Sedan (1.5L 4cyl) 2017 Black,Honda,Civic EX-L,2017,foreign used,automatic,"₦ 16,800,000"
Mercedes-Benz GLE-Class 2017 White,Mercedes-Benz,GLE-Class,2017,local used,automatic,"₦ 31,500,000"
Toyota Corolla SE (1.8L 4cyl 2A) 2019 Gray,Toyota,Corolla SE,2019,foreign used,automatic,"₦ 19,500,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2011 Blue,Toyota,Camry LE,2011,foreign used,automatic,"₦ 10,000,000"
Honda Jazz 2004 Red,Honda,Jazz,2004,foreign used,manual,"₦ 4,600,000"
Audi A6 2017 Gray,Audi,A6,2017,local used,automatic,"₦ 17,500,000"
Mercedes-Benz GLB-Class GLB 250 4MATIC 2021 Red,Mercedes-Benz,GLB-Class GLB,2021,foreign used,automatic,"₦ 77,500,000"
Lexus RX 350 FWD 2013 Gray,Lexus,RX 350,2013,foreign used,automatic,"₦ 25,400,000"
Toyota Camry 2015 Red,Toyota,Camry,2015,local used,automatic,"₦ 14,000,000"
Honda CR-V 2020 Blue,Honda,CR-V,2020,foreign used,automatic,"₦ 38,000,000"
Hyundai Tucson SE AWD 2015 Black,Hyundai,Tucson SE,2015,foreign used,automatic,"₦ 19,500,000"
Toyota Corolla LE 2005 Silver,Toyota,Corolla LE,2005,foreign used,automatic,"₦ 8,200,000"
Volvo XC90 3.2 R-Design AWD (3.2L 6cyl 6A) 2010 Gray,Volvo,XC90 3,2010,local used,automatic,"₦ 6,700,000"
Mercedes-Benz GLC-Class 2016 Black,Mercedes-Benz,GLC-Class,2016,foreign used,automatic,"₦ 40,000,000"
Mercedes-Benz C180 2004 Silver,Mercedes-Benz,C180,2004,foreign used,automatic,"₦ 7,500,000"
Toyota Corolla Verso 1.8 VVT-i Luna Automatic 2004 Gray,Toyota,Corolla Verso,2004,foreign used,automatic,"₦ 6,500,000"
Lexus RX 350 FWD 2017 Gray,Lexus,RX 350,2017,foreign used,automatic,"₦ 49,000,000"
Mercedes-Benz G-Class G 63 AMG 2023 Black,Mercedes-Benz,G-Class G,2023,foreign used,automatic,"₦ 350,000,000"
Toyota Highlander V6 4x4 2005 Red,Toyota,Highlander V6,2005,local used,automatic,"₦ 8,700,000"
Mercedes-Benz E350 Base 4dr Sedan RWD (3.5L 6cyl 7A) 2015 Black,Mercedes-Benz,E350 Base,2015,foreign used,automatic,"₦ 22,300,000"
Toyota Camry 2013 Silver,Toyota,Camry,2013,local used,automatic,"₦ 11,500,000"
Toyota RAV4 2014 Green,Toyota,RAV4,2014,foreign used,automatic,"₦ 22,000,000"
Toyota Sienna Limited 7 Passenger 2012 Gray,Toyota,Sienna Limited,2012,foreign used,automatic,"₦ 23,000,000"
Toyota Corolla 2004 Green,Toyota,Corolla,2004,local used,automatic,"₦ 4,550,000"
Toyota Carina E 1.8 Wagon 1998 Red,Toyota,Carina E,1998,foreign used,,"₦ 8,500,000"
GAC GS4 2019 Brown,GAC,GS4,2019,local used,automatic,"₦ 13,900,000"
Toyota Matrix 2005 Black,Toyota,Matrix,2005,local used,automatic,"₦ 6,000,000"
Toyota Venza LE FWD 2013 Gray,Toyota,Venza LE,2013,foreign used,automatic,"₦ 15,500,000"
Toyota RAV4 2015 Silver,Toyota,RAV4,2015,foreign used,automatic,"₦ 23,250,000"
Lexus IS 2017 Gray,Lexus,IS,2017,foreign used,automatic,"₦ 36,200,000"
Mercedes-Benz GLE-Class 2017 White,Mercedes-Benz,GLE-Class,2017,foreign used,automatic,"₦ 38,000,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2022 Black,Mercedes-Benz,GLE-Class AMG,2022,foreign used,automatic,"₦ 189,000,000"
Mercedes-Benz C300 2008 Black,Mercedes-Benz,C300,2008,local used,automatic,"₦ 6,800,000"
Mercedes-Benz C300 Sport 4Matic Sedan AWD (3.0L 6cyl 7A) 2012 Black,Mercedes-Benz,C300 Sport,2012,local used,automatic,"₦ 9,800,000"
Hyundai Sonata Limited 2.0T 2019 Silver,Hyundai,Sonata Limited,2019,foreign used,automatic,"₦ 16,300,000"
Dodge Charger 2018 Gray,Dodge,Charger,2018,foreign used,automatic,"₦ 33,000,000"
Lexus GX 460 Luxury 2015 Silver,Lexus,GX 460,2015,foreign used,automatic,"₦ 43,000,000"
GAC GA4 2023 Black,GAC,GA4,2023,local used,automatic,"₦ 26,000,000"
Toyota Camry 2003 Gray,Toyota,Camry,2003,local used,automatic,"₦ 3,700,000"
Toyota Avalon XLE Premium Sedan FWD (3.5L 6cyl 6A) 2017 Gold,Toyota,Avalon XLE,2017,foreign used,automatic,"₦ 24,500,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2014 Silver,Toyota,Camry SE,2014,foreign used,automatic,"₦ 14,600,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2014 Black,Toyota,Camry SE,2014,foreign used,automatic,"₦ 13,800,000"
Hyundai Elantra GLS Automatic 2012 Gold,Hyundai,Elantra GLS,2012,foreign used,automatic,"₦ 11,500,000"
Honda Accord 2009 Gold,Honda,Accord,2009,local used,automatic,"₦ 6,500,000"
Toyota Camry 2012 Black,Toyota,Camry,2012,foreign used,automatic,"₦ 13,800,000"
Toyota Matrix S Hatchback FWD (2.4L 4cyl 5A) 2010 Silver,Toyota,Matrix S,2010,local used,automatic,"₦ 6,700,000"
Toyota Camry 2007 Black,Toyota,Camry,2007,local used,automatic,"₦ 5,200,000"
Ford Edge SE 4dr AWD (3.5L 6cyl 6A) 2008 White,Ford,Edge SE,2008,local used,automatic,"₦ 3,550,000"
Toyota Camry 2005 Gold,Toyota,Camry,2005,local used,automatic,"₦ 5,000,000"
Toyota 4-Runner 2024 White,Toyota,4-Runner,2024,foreign used,automatic,"₦ 110,000,000"
Toyota Corolla Sedan Automatic 1999 Green,Toyota,Corolla Sedan,1999,local used,automatic,"₦ 2,250,000"
Toyota Highlander Limited 2011 Gold,Toyota,Highlander Limited,2011,foreign used,automatic,"₦ 9,900,000"
Mercedes-Benz CLA-Class CLA 250 Sedan 2020 Yellow,Mercedes-Benz,CLA-Class CLA,2020,foreign used,automatic,"₦ 58,500,000"
Mercedes-Benz M Class ML 350 4Matic 2013 White,Mercedes-Benz,M Class,2013,foreign used,automatic,"₦ 26,500,000"
Mercedes-Benz B-Class B200 Petrol 2008 Gray,Mercedes-Benz,B-Class B200,2008,local used,automatic,"₦ 4,200,000"
Mercedes-Benz GL-Class GL450 4MATIC 4dr SUV AWD (4.7L 8cyl Turbo 7A),,,,local used,automatic,"₦ 35,000,000"
Lexus NX 200 FWD 2016 Gray,Lexus,NX 200,2016,foreign used,automatic,"₦ 38,000,000"
Toyota Highlander LE Plus 4x2 V6 (3.5L 6cyl 8A) 2017 Black,Toyota,Highlander LE,2017,foreign used,automatic,"₦ 27,000,000"
Peugeot 207 2007 Red,Peugeot,207,2007,local used,automatic,"₦ 4,200,000"
Mercedes-Benz GLK-Class 2010 Black,Mercedes-Benz,GLK-Class,2010,local used,automatic,"₦ 11,300,000"
Toyota Yaris 2006 Blue,Toyota,Yaris,2006,local used,automatic,"₦ 5,500,000"
Mercedes-Benz GLE-Class GLE 400 4MATIC 2018 Black,Mercedes-Benz,GLE-Class GLE,2018,foreign used,automatic,"₦ 55,000,000"
Toyota Highlander Limited 4x4 2008 Red,Toyota,Highlander Limited,2008,local used,automatic,"₦ 11,500,000"
Hyundai Santa Fe Limited w/Saddle Interior 4dr SUV (3.3L 6cyl 6A) 2015,Hyundai,Santa Fe,2015,foreign used,automatic,"₦ 18,500,000"
Toyota Hilux 2013 White,Toyota,Hilux,2013,local used,manual,"₦ 24,500,000"
Mercedes-Benz M Class ML350 4dr SUV (3.5L 6cyl 7A) 2014 Black,Mercedes-Benz,M Class,2014,foreign used,automatic,"₦ 25,500,000"
Honda Accord EX CVT 2024 Silver,Honda,Accord EX,2024,foreign used,automatic,"₦ 39,000,000"
Mercedes-Benz E350 Base 4dr Sedan RWD (3.5L 6cyl 7A) 2012 Silver,Mercedes-Benz,E350 Base,2012,foreign used,automatic,"₦ 15,500,000"
Toyota Highlander Limited Platinum 4dr SUV AWD (3.5L 6cyl 6A) 2015 Gold,Toyota,Highlander Limited,2015,foreign used,automatic,"₦ 26,500,000"
Lexus GX 2012 Black,Lexus,GX,2012,foreign used,automatic,"₦ 35,000,000"
Toyota Camry 2.4 SE Automatic 2008 Black,Toyota,Camry 2,2008,local used,automatic,"₦ 7,500,000"
Toyota Corolla 2010 Black,Toyota,Corolla,2010,local used,automatic,"₦ 7,800,000"
Toyota Camry LE V6 4dr Sedan (3.5L 6cyl 6AM) 2009 Black,Toyota,Camry LE,2009,local used,automatic,"₦ 4,000,000"
New Toyota Fortuner 2024 Black,New,Toyota Fortuner,2024,new,automatic,"₦ 121,000,000"
Mercedes-Benz GLE-Class GLE 350 2016 Black,Mercedes-Benz,GLE-Class GLE,2016,foreign used,automatic,"₦ 38,000,000"
Dodge Avenger 2009 Silver,Dodge,Avenger,2009,local used,automatic,"₦ 6,000,000"
Toyota HiAce 2012 White,Toyota,HiAce,2012,local used,manual,"₦ 12,800,000"
Mercedes-Benz GLK-Class 2013 Gray,Mercedes-Benz,GLK-Class,2013,foreign used,automatic,"₦ 26,000,000"
BMW 740 2012 Black,BMW,740,2012,local used,automatic,"₦ 12,500,000"
Honda Civic 2015 Black,Honda,Civic,2015,foreign used,automatic,"₦ 13,350,000"
Mercedes-Benz M Class ML 350 4Matic 2013 Silver,Mercedes-Benz,M Class,2013,foreign used,automatic,"₦ 26,000,000"
Lexus IS 250 2008 Blue,Lexus,IS 250,2008,foreign used,automatic,"₦ 12,500,000"
New GAC GS3 2025 Gray,New,GAC GS3,2025,new,automatic,"₦ 70,000,000"
Lexus GX 470 2008 Gold,Lexus,GX 470,2008,local used,automatic,"₦ 5,700,000"
Honda Civic Type R Touring 4dr Hatchback (2.0L 4cyl) 2017 Black,Honda,Civic Type,2017,foreign used,automatic,"₦ 20,000,000"
Mercedes-Benz GL-Class 2016 Black,Mercedes-Benz,GL-Class,2016,foreign used,automatic,"₦ 57,000,000"
Mercedes-Benz GLE-Class 2018 Silver,Mercedes-Benz,GLE-Class,2018,foreign used,automatic,"₦ 30,900,000"
Opel Zafira 2002 White,Opel,Zafira,2002,local used,automatic,"₦ 3,600,000"
Changan Eado DT 2018 Silver,Changan,Eado DT,2018,local used,automatic,"₦ 7,500,000"
Toyota Tacoma 2011 Gray,Toyota,Tacoma,2011,foreign used,automatic,"₦ 19,800,000"
Hummer H3 2008 Gray,Hummer,H3,2008,local used,automatic,"₦ 14,500,000"
Toyota Tacoma TRD Off Road V6 4x4 Double Cab 127.4 in. WB 2020 Gray,Toyota,Tacoma TRD,2020,foreign used,automatic,"₦ 42,500,000"
Toyota Corolla S 2005 Silver,Toyota,Corolla S,2005,local used,automatic,"₦ 4,550,000"
Mercedes-Benz M Class 2015 Black,Mercedes-Benz,M Class,2015,foreign used,automatic,"₦ 33,500,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2012 Black,Toyota,Camry LE,2012,foreign used,automatic,"₦ 13,000,000"
Peugeot 307 2005 Blue,Peugeot,307,2005,local used,manual,"₦ 2,450,000"
Toyota C-HR 2017 Black,Toyota,C-HR,2017,foreign used,automatic,"₦ 27,800,000"
Mercedes-Benz E320 2005 Burgundy,Mercedes-Benz,E320,2005,foreign used,automatic,"₦ 6,800,000"
Toyota Tundra 2014 Gray,Toyota,Tundra,2014,foreign used,automatic,"₦ 45,500,000"
Lexus RX 350 2017 Gray,Lexus,RX 350,2017,foreign used,automatic,"₦ 55,000,000"
Lexus RX 350 2012 Red,Lexus,RX 350,2012,foreign used,automatic,"₦ 18,500,000"
Mercedes-Benz GLE-Class 2016 Beige,Mercedes-Benz,GLE-Class,2016,foreign used,automatic,"₦ 43,000,000"
Lexus RX 350 2017 Gray,Lexus,RX 350,2017,local used,automatic,"₦ 39,500,000"
Honda Accord 2013 Burgundy,Honda,Accord,2013,local used,automatic,"₦ 11,800,000"
Toyota Camry 2016 Silver,Toyota,Camry,2016,foreign used,automatic,"₦ 17,500,000"
Honda Accord 2014 Gray,Honda,Accord,2014,foreign used,automatic,"₦ 17,000,000"
Toyota Avensis 2009 Gray,Toyota,Avensis,2009,local used,automatic,"₦ 7,400,000"
Jaguar XF R 2012 Black,Jaguar,XF R,2012,local used,automatic,"₦ 11,000,000"
Lexus RX 350 2011 White,Lexus,RX 350,2011,foreign used,automatic,"₦ 19,200,000"
