title,make,model,year,condition,transmission,price
Toyota Corolla 2007 Black,Toyota,Corolla,2007,foreign used,automatic,"₦ 9,500,000"
Honda Accord 2019 Gray,Honda,Accord,2019,foreign used,automatic,"₦ 27,400,000"
Toyota Sienna 2006 Blue,Toyota,Sienna,2006,foreign used,automatic,"₦ 9,800,000"
Honda Crosstour 2013 Black,Honda,Crosstour,2013,foreign used,automatic,"₦ 12,850,000"
Mercedes-Benz G-Class 2016 Gray,Mercedes-Benz,G-Class,2016,local used,automatic,"₦ 85,000,000"
Mercedes-Benz GL-Class GL 550 2010 Black,Mercedes-Benz,GL-Class GL,2010,local used,automatic,"₦ 9,700,000"
Hyundai Sonata Limited 2.0T Seban (2.0L 4cyl 6A) 2016 White,Hyundai,Sonata Limited,2016,foreign used,automatic,"₦ 17,500,000"
Toyota Sienna LE AWD 2006 Green,Toyota,Sienna LE,2006,local used,automatic,"₦ 6,200,000"
Toyota Camry LE Auto AWD 2024 Silver,Toyota,Camry LE,2024,foreign used,automatic,"₦ 65,000,000"
Honda Pilot EX-L 4dr SUV (3.5L 6cyl 5A) 2014 Gray,Honda,Pilot EX-L,2014,foreign used,automatic,"₦ 12,000,000"
Honda Accord 2021 Black,Honda,Accord,2021,foreign used,automatic,"₦ 32,000,000"
Toyota Camry XSE FWD 2020 Black,Toyota,Camry XSE,2020,foreign used,automatic,"₦ 28,000,000"
Hyundai Sonata Sport 4dr Sedan (2.4L 4cyl 6A) 2015 Black,Hyundai,Sonata Sport,2015,foreign used,automatic,"₦ 15,000,000"
Lexus ES 330 2006 Black,Lexus,ES 330,2006,foreign used,automatic,"₦ 9,550,000"
Lexus ES 330 2005 Silver,Lexus,ES 330,2005,local used,automatic,"₦ 5,800,000"
Toyota Camry 2015 White,Toyota,Camry,2015,foreign used,automatic,"₦ 15,700,000"
Toyota Highlander XLE 4x4 V6 (3.5L 6cyl 8A) 2018 White,Toyota,Highlander XLE,2018,foreign used,automatic,"₦ 30,000,000"
Volvo S40 2010 White,Volvo,S40,2010,foreign used,automatic,"₦ 11,500,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2008 Gray,Toyota,Camry LE,2008,foreign used,automatic,"₦ 8,950,000"
Toyota Yaris 2006 Silver,Toyota,Yaris,2006,foreign used,manual,"₦ 4,500,000"
Honda Accord EX-L 2dr Coupe FWD (2.4L 4cyl 2A) 2013 Black,Honda,Accord EX-L,2013,foreign used,automatic,"₦ 12,850,000"
Toyota Celica 2003 Silver,Toyota,Celica,2003,foreign used,automatic,"₦ 8,500,000"
Honda CR-V EX 4dr SUV AWD (2.4L 4cyl 5A) 2013 Silver,Honda,CR-V EX,2013,foreign used,automatic,"₦ 16,000,000"
Land Rover Range Rover Vogue 2017 Black,Land,Rover Range,2017,local used,automatic,"₦ 50,000,000"
Toyota Sequoia 2011 Gray,Toyota,Sequoia,2011,foreign used,automatic,"₦ 35,500,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2013 Red,Toyota,Corolla LE,2013,foreign used,automatic,"₦ 12,500,000"
Toyota Camry 2005 Gold,Toyota,Camry,2005,local used,automatic,"₦ 4,400,000"
Hyundai Sonata Limited 2.0T Seban (2.0L 4cyl 6A) 2016 Silver,Hyundai,Sonata Limited,2016,foreign used,automatic,"₦ 17,500,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2015,Mercedes-Benz,M Class,2015,foreign used,automatic,"₦ 28,000,000"
Pontiac Vibe 2.4 GT 2009 White,Pontiac,Vibe 2,2009,foreign used,automatic,"₦ 10,500,000"
Mercedes-Benz E300 4Matic AWD Sedan (2.0L 4cyl 9A) 2017 Blue,Mercedes-Benz,E300 4Matic,2017,foreign used,automatic,"₦ 38,000,000"
Toyota Venza Limited AWD V6 2013 Brown,Toyota,Venza Limited,2013,foreign used,automatic,"₦ 23,500,000"
Toyota Sequoia 2010 Gray,Toyota,Sequoia,2010,local used,automatic,"₦ 6,800,000"
Toyota Sienna XLE 7 Passenger 2012 White,Toyota,Sienna XLE,2012,foreign used,automatic,"₦ 17,500,000"
Lexus RX 350 2010 Silver,Lexus,RX 350,2010,local used,automatic,"₦ 14,800,000"
Lexus ES 350 2011 Blue,Lexus,ES 350,2011,local used,automatic,"₦ 11,500,000"
Toyota Venza 2011 Black,Toyota,Venza,2011,local used,automatic,"₦ 11,800,000"
Toyota Venza LE 4dr Wagon AWD (2.7L 4cyl 6A) 2015 Gray,Toyota,Venza LE,2015,foreign used,automatic,"₦ 19,000,000"
Mercedes-Benz Metris 2.0 FWD 2018 Black,Mercedes-Benz,Metris 2,2018,foreign used,automatic,"₦ 49,750,000"
BMW X6 M Sport 2016 Black,BMW,X6 M,2016,foreign used,automatic,"₦ 65,000,000"
Toyota Camry 2007 Gray,Toyota,Camry,2007,foreign used,automatic,"₦ 8,300,000"
Mercedes-Benz M Class 2013 White,Mercedes-Benz,M Class,2013,local used,automatic,"₦ 19,700,000"
Toyota RAV4 LE 4dr SUV AWD (2.5L 4cyl 6A) 2015 Red,Toyota,RAV4 LE,2015,foreign used,automatic,"₦ 22,000,000"
Mercedes-Benz GLE-Class GLE 350 2016 White,Mercedes-Benz,GLE-Class GLE,2016,local used,automatic,"₦ 30,500,000"
Lexus RX 330 2005 White,Lexus,RX 330,2005,foreign used,automatic,"₦ 12,700,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2024 Black,Mercedes-Benz,GLE-Class AMG,2024,foreign used,automatic,"₦ 230,000,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2012 Black,Toyota,Corolla LE,2012,local used,automatic,"₦ 7,500,000"
Honda Accord EX-L 2dr Coupe FWD (2.4L 4cyl 2A) 2013 Black,Honda,Accord EX-L,2013,local used,automatic,"₦ 11,000,000"
Lexus RX 350 2017 Black,Lexus,RX 350,2017,foreign used,automatic,"₦ 43,000,000"
Mercedes-Benz M Class ML 350 4Matic 2013 Gray,Mercedes-Benz,M Class,2013,foreign used,automatic,"₦ 23,000,000"
Toyota Corolla LE 2021 Silver,Toyota,Corolla LE,2021,local used,automatic,"₦ 21,000,000"
New Mercedes-Benz GLE-Class GLE 350 4MATIC 2022 Black,New,Mercedes-Benz GLE-Class,2022,new,automatic,"₦ 139,500,000"
Lexus ES 2012 Black,Lexus,ES,2012,foreign used,automatic,"₦ 13,500,000"
Toyota RAV4 2007 Red,Toyota,RAV4,2007,foreign used,automatic,"₦ 11,800,000"
Toyota Camry SE FWD (2.5L 4cyl 8AM) 2018 Silver,Toyota,Camry SE,2018,foreign used,automatic,"₦ 19,000,000"
Toyota RAV4 Limited 4dr SUV AWD (2.5L 4cyl 6A) 2014 White,Toyota,RAV4 Limited,2014,foreign used,automatic,"₦ 25,000,000"
Toyota Corolla S 2004 Gray,Toyota,Corolla S,2004,local used,automatic,"₦ 4,800,000"
Lexus GX 460 Luxury 2014 Black,Lexus,GX 460,2014,foreign used,automatic,"₦ 48,350,000"
Toyota Sienna LE AWD 2005 Brown,Toyota,Sienna LE,2005,local used,automatic,"₦ 4,700,000"
Mazda CX-9 Signature AWD 2017 Gray,Mazda,CX-9 Signature,2017,foreign used,automatic,"₦ 31,000,000"
Mercedes-Benz E350 2011 Black,Mercedes-Benz,E350,2011,local used,automatic,"₦ 10,000,000"
Toyota Corolla 1.8 CE 2008 Black,Toyota,Corolla 1,2008,local used,automatic,"₦ 7,800,000"
Mercedes-Benz GLE-Class GLE 350 4MATIC 2021 White,Mercedes-Benz,GLE-Class GLE,2021,foreign used,automatic,"₦ 85,000,000"
Land Rover Range Rover Vogue 2010 Silver,Land,Rover Range,2010,local used,automatic,"₦ 8,000,000"
Lexus RX 350L 2018 Beige,Lexus,RX 350L,2018,foreign used,automatic,"₦ 55,500,000"
Lexus RX 350 2011 Gray,Lexus,RX 350,2011,foreign used,,"₦ 22,500,000"
Lexus RX 350 2012 Silver,Lexus,RX 350,2012,foreign used,automatic,"₦ 20,700,000"
Acura RDX 2014 Gray,Acura,RDX,2014,local used,automatic,"₦ 11,800,000"
Honda Civic DX 2dr Coupe (1.7L 4cyl 4A) 2002 Blue,Honda,Civic DX,2002,local used,automatic,"₦ 2,200,000"
Honda Accord 2014 Black,Honda,Accord,2014,foreign used,automatic,"₦ 13,200,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl 4A) 2011 Gray,Toyota,Corolla S,2011,foreign used,automatic,"₦ 12,000,000"
Acura MDX 2008 Blue,Acura,MDX,2008,local used,automatic,"₦ 7,000,000"
Mercedes-Benz E320 2004 Burgundy,Mercedes-Benz,E320,2004,foreign used,automatic,"₦ 6,800,000"
Toyota Land Cruiser 4.5 V8 GXR 2019 Black,Toyota,Land Cruiser,2019,local used,automatic,"₦ 95,000,000"
Mercedes-Benz M Class ML 350 4Matic 2013 Gray,Mercedes-Benz,M Class,2013,local used,automatic,"₦ 18,000,000"
Mercedes-Benz GLK-Class 350 4MATIC 2014 Black,Mercedes-Benz,GLK-Class 350,2014,foreign used,automatic,"₦ 21,000,000"
Kia Sportage 2012 Black,Kia,Sportage,2012,local used,automatic,"₦ 7,800,000"
Toyota Corolla 2010 Red,Toyota,Corolla,2010,local used,automatic,"₦ 7,700,000"
Honda CR-V Touring 4dr SUV AWD (1.5L 4cyl CVT) 2017 Silver,Honda,CR-V Touring,2017,foreign used,automatic,"₦ 33,000,000"
Land Rover Range Rover Vogue 2010 Black,Land,Rover Range,2010,local used,automatic,"₦ 10,500,000"
Toyota RAV4 XLE 4dr SUV (2.5L 4cyl 6A) 2014 Black,Toyota,RAV4 XLE,2014,local used,automatic,"₦ 14,800,000"
New BYD E1 2022 White,New,BYD E1,2022,new,,"₦ 28,000,000"
Honda Accord Sedan EX-L 2012,Honda,Accord Sedan,2012,foreign used,automatic,"₦ 11,900,000"
Honda Accord EX-L 4dr Sedan FWD (2.4L 4cyl 2A) 2017 White,Honda,Accord EX-L,2017,local used,automatic,"₦ 14,900,000"
Lexus ES 2013 Silver,Lexus,ES,2013,foreign used,automatic,"₦ 25,000,000"
JAC JS3 1.6 FWD 2023 Gray,JAC,JS3 1,2023,local used,automatic,"₦ 22,500,000"
New Toyota Hilux 2025 Black,New,Toyota Hilux,2025,new,automatic,"₦ 95,000,000"
Toyota RAV4 2010 Red,Toyota,RAV4,2010,local used,automatic,"₦ 7,500,000"
Toyota Hilux 2012 Black,Toyota,Hilux,2012,local used,manual,"₦ 28,000,000"
Ford Edge 2017 Silver,Ford,Edge,2017,foreign used,automatic,"₦ 30,000,000"
Honda Accord 2003 Blue,Honda,Accord,2003,local used,automatic,"₦ 2,500,000"
Mazda MPV 2000 Green,Mazda,MPV,2000,foreign used,manual,"₦ 7,800,000"
Toyota Camry 2013 Red,Toyota,Camry,2013,foreign used,automatic,"₦ 13,500,000"
Lexus RX 350 2007 Silver,Lexus,RX 350,2007,foreign used,automatic,"₦ 12,850,000"
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2017 Black,Mercedes-Benz,GLE-Class GLE,2017,foreign used,automatic,"₦ 43,000,000"
Lexus RX 2017 Gold,Lexus,RX,2017,local used,automatic,"₦ 36,000,000"
Jeep Wrangler 2015 White,Jeep,Wrangler,2015,foreign used,automatic,"₦ 21,000,000"
Dodge Charger 2010 Black,Dodge,Charger,2010,local used,automatic,"₦ 7,150,000"
Kia Rio 2013 White,Kia,Rio,2013,local used,automatic,"₦ 4,800,000"
Land Rover Range Rover 2019 Green,Land,Rover Range,2019,foreign used,automatic,"₦ 165,000,000"
Mercedes-Benz GLC-Class 2018,Mercedes-Benz,GLC-Class,2018,foreign used,automatic,"₦ 47,500,000"
Lexus ES 350 FWD 2013 Red,Lexus,ES 350,2013,foreign used,automatic,"₦ 23,000,000"
Land Rover Range Rover Evoque Pure Plus AWD 2013 Gray,Land,Rover Range,2013,foreign used,automatic,"₦ 24,000,000"
Mercedes-Benz GLE-Class 2016 Black,Mercedes-Benz,GLE-Class,2016,foreign used,automatic,"₦ 40,000,000"
Toyota Hilux 2025 White,Toyota,Hilux,2025,foreign used,automatic,"₦ 85,000,000"
Mercedes-Benz C400 2014 Black,Mercedes-Benz,C400,2014,foreign used,automatic,"₦ 42,500,000"
Honda Civic Sport Touring 4dr Hatchback (1.5L 4cyl) 2017 Black,Honda,Civic Sport,2017,foreign used,automatic,"₦ 16,500,000"
Peugeot 307 1.4 2004 Beige,Peugeot,307 1,2004,local used,manual,"₦ 3,300,000"
Lexus RX 350 FWD 2016 Black,Lexus,RX 350,2016,foreign used,automatic,"₦ 46,000,000"
Mercedes-Benz GLE-Class GLE 400 4MATIC 2016 Gray,Mercedes-Benz,GLE-Class GLE,2016,foreign used,automatic,"₦ 45,000,000"
Land Rover Range Rover Sport SVR 4x4 (5.0L 8cyl 8A) 2016 Black,Land,Rover Range,2016,foreign used,automatic,"₦ 70,000,000"
Toyota Highlander Limited V6 2007 Silver,Toyota,Highlander Limited,2007,foreign used,automatic,"₦ 12,250,000"
Toyota Highlander 4x4 2008 Red,Toyota,Highlander 4x4,2008,foreign used,automatic,"₦ 12,500,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2013 Gray,Toyota,Camry XLE,2013,local used,automatic,"₦ 8,950,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2021 White,Mercedes-Benz,GLE-Class AMG,2021,foreign used,automatic,"₦ 162,000,000"
Lexus RX 350 2018 Black,Lexus,RX 350,2018,foreign used,automatic,"₦ 53,500,000"
Mercedes-Benz GLK-Class 350 4MATIC 2011 Black,Mercedes-Benz,GLK-Class 350,2011,local used,automatic,"₦ 15,000,000"
Mercedes-Benz E350 2007 Blue,Mercedes-Benz,E350,2007,local used,automatic,"₦ 5,000,000"
Lexus RX 330 2005 Silver,Lexus,RX 330,2005,local used,automatic,"₦ 8,850,000"
Toyota Camry XSE FWD (2.5L 4cyl 8AM) 2018 Black,Toyota,Camry XSE,2018,foreign used,automatic,"₦ 40,000,000"
Toyota Sienna 2007 Silver,Toyota,Sienna,2007,local used,automatic,"₦ 5,000,000"
Mercedes-Benz GLC-Class 2021 White,Mercedes-Benz,GLC-Class,2021,foreign used,automatic,"₦ 62,000,000"
Toyota Land Cruiser 2010 Black,Toyota,Land Cruiser,2010,local used,automatic,"₦ 36,500,000"
Nissan Sentra 2014 Black,Nissan,Sentra,2014,foreign used,automatic,"₦ 16,000,000"
Toyota Venza 2010 White,Toyota,Venza,2010,local used,automatic,"₦ 15,000,000"
Mercedes-Benz GLC-Class 2019 Blue,Mercedes-Benz,GLC-Class,2019,foreign used,automatic,"₦ 78,000,000"
Mercedes-Benz GLE53 2022 Gray,Mercedes-Benz,GLE53,2022,foreign used,automatic,"₦ 170,000,000"
Lexus RX 350 AWD 2015 Burgundy,Lexus,RX 350,2015,foreign used,automatic,"₦ 24,000,000"
Mercedes-Benz GLE-Class AMG GLE 63 S 4MATIC 2017 White,Mercedes-Benz,GLE-Class AMG,2017,foreign used,automatic,"₦ 79,000,000"
Mercedes-Benz GL-Class 2014 Black,Mercedes-Benz,GL-Class,2014,local used,automatic,"₦ 15,000,000"
Toyota Avensis 2013 Black,Toyota,Avensis,2013,local used,automatic,"₦ 7,300,000"
Mercedes-Benz GLC-Class 2016 White,Mercedes-Benz,GLC-Class,2016,foreign used,automatic,"₦ 35,000,000"
Lexus RX 350 2017 White,Lexus,RX 350,2017,foreign used,automatic,"₦ 47,500,000"
Honda Pilot 2004 Black,Honda,Pilot,2004,local used,automatic,"₦ 5,000,000"
New Rolls-Royce Wraith 2025 Black,New,Rolls-Royce Wraith,2025,new,automatic,"₦ 1,005,000,000"
Toyota Land Cruiser Prado 2.7 i 2012 Black,Toyota,Land Cruiser,2012,local used,automatic,"₦ 15,000,000"
Toyota Land Cruiser 5.7 V8 2014 Black,Toyota,Land Cruiser,2014,local used,automatic,"₦ 58,500,000"
Audi Q7 2013 Silver,Audi,Q7,2013,local used,automatic,"₦ 8,200,000"
Toyota Sienna LE AWD 2005 Gray,Toyota,Sienna LE,2005,local used,automatic,"₦ 4,350,000"
Peugeot 307 2006 Silver,Peugeot,307,2006,foreign used,manual,"₦ 4,700,000"
Volkswagen Golf 2000 Green,Volkswagen,Golf,2000,foreign used,manual,"₦ 4,600,000"
Hyundai Santa Fe 2015 Silver,Hyundai,Santa Fe,2015,local used,automatic,"₦ 14,500,000"
Mercedes-Benz C300 Sport 4Matic Sedan AWD (3.0L 6cyl 7A) 2010 Gray,Mercedes-Benz,C300 Sport,2010,foreign used,automatic,"₦ 10,900,000"
Infiniti FX35 Limited Edition 4x4 (3.5L 6cyl 7A) 2012 Black,Infiniti,FX35 Limited,2012,local used,automatic,"₦ 5,500,000"
Mercedes-Benz C300 Sport 4Matic Sedan AWD (2.0L 4cyll 7A) 2016 Black,Mercedes-Benz,C300 Sport,2016,foreign used,automatic,"₦ 29,000,000"
Toyota Tundra 4x4 SR5 Access Cab 2005 Burgundy,Toyota,Tundra 4x4,2005,local used,automatic,"₦ 5,200,000"
Lexus RX 2007 Silver,Lexus,RX,2007,foreign used,automatic,"₦ 12,200,000"
Toyota Camry 2.4 SE Automatic 2008 Gray,Toyota,Camry 2,2008,local used,automatic,"₦ 7,400,000"
Toyota Camry 2012 Red,Toyota,Camry,2012,foreign used,automatic,"₦ 11,100,000"
Ford F-150 2012 Black,Ford,F-150,2012,foreign used,automatic,"₦ 22,000,000"
Mercedes-Benz GL-Class GL450 4MATIC 4dr SUV AWD (4.7L 8cyl Turbo 7A),,,,foreign used,automatic,"₦ 32,000,000"
Lexus RX 350 2011 Black,Lexus,RX 350,2011,local used,automatic,"₦ 16,300,000"
Toyota RAV4 LE 4dr SUV AWD (2.5L 4cyl 6A) 2014 Gray,Toyota,RAV4 LE,2014,local used,automatic,"₦ 15,300,000"
Hyundai Sonata 2010 Gray,Hyundai,Sonata,2010,foreign used,automatic,"₦ 13,000,000"
Toyota Tundra 2008 Black,Toyota,Tundra,2008,local used,automatic,"₦ 19,000,000"
Land Rover Range Rover Vogue 2023 White,Land,Rover Range,2023,foreign used,automatic,"₦ 290,000,000"
Lexus ES 350 2012 Brown,Lexus,ES 350,2012,foreign used,automatic,"₦ 14,300,000"
Toyota Highlander 2012 Silver,Toyota,Highlander,2012,foreign used,automatic,"₦ 17,500,000"
Toyota Matrix 2007 Silver,Toyota,Matrix,2007,local used,automatic,"₦ 5,200,000"
Toyota Venza 2011 Brown,Toyota,Venza,2011,foreign used,,"₦ 20,000,000"
Toyota Corolla 1999 Green,Toyota,Corolla,1999,foreign used,manual,"₦ 5,800,000"
Hyundai Santa Fe 2.2 CRDi 4WD Automatic 2008 Burgundy,Hyundai,Santa Fe,2008,foreign used,automatic,"₦ 12,500,000"
Toyota Tundra SR5 4dr Double Cab SB (5.7L 8cyl 6A) 2015 White,Toyota,Tundra SR5,2015,foreign used,automatic,"₦ 38,500,000"
Nissan Murano SL 2010 Gray,Nissan,Murano SL,2010,foreign used,automatic,"₦ 5,200,000"
Lexus RX 350 2WD 2020 Black,Lexus,RX 350,2020,foreign used,automatic,"₦ 67,500,000"
Mercedes-Benz GLK-Class 350 4MATIC 2011 Black,Mercedes-Benz,GLK-Class 350,2011,local used,automatic,"₦ 14,000,000"
Honda Pilot 2005 Green,Honda,Pilot,2005,local used,automatic,"₦ 3,500,000"
Toyota Land Cruiser 2000 Black,Toyota,Land Cruiser,2000,local used,automatic,"₦ 8,500,000"
Toyota Highlander 2015 Silver,Toyota,Highlander,2015,foreign used,automatic,"₦ 34,310,000"
Pontiac Vibe 2008 Gray,Pontiac,Vibe,2008,foreign used,automatic,"₦ 10,600,000"
Mercedes-Benz GL-Class 2016 White,Mercedes-Benz,GL-Class,2016,foreign used,automatic,"₦ 38,000,000"
Toyota Highlander XLE 4dr SUV (3.5L 6cyl 6A) 2015 Gray,Toyota,Highlander XLE,2015,foreign used,automatic,"₦ 27,800,000"
Toyota Camry SE (2.5L 4cyl 8A) 2019 Silver,Toyota,Camry SE,2019,foreign used,automatic,"₦ 29,500,000"
Lexus ES 350 2009 Black,Lexus,ES 350,2009,foreign used,automatic,"₦ 12,000,000"
Mercedes-Benz M Class ML350 4dr SUV (3.5L 6cyl 7A) 2014 Yellow,Mercedes-Benz,M Class,2014,foreign used,automatic,"₦ 35,000,000"
Mercedes-Benz GLC-Class 2017 White,Mercedes-Benz,GLC-Class,2017,local used,automatic,"₦ 44,000,000"
New GAC GA8 2022 Gray,New,GAC GA8,2022,new,,"₦ 40,000,000"
Toyota Camry XSE FWD (2.5L 4cyl 8AM) 2018 Beige,Toyota,Camry XSE,2018,local used,automatic,"₦ 27,000,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2016 Black,Mercedes-Benz,GLE-Class AMG,2016,foreign used,automatic,"₦ 56,000,000"
Honda HR-V EX-L 2WD CVT 2023 White,Honda,HR-V EX-L,2023,foreign used,,"₦ 55,000,000"
Lexus IS 350 RWD 2014 Silver,Lexus,IS 350,2014,foreign used,automatic,"₦ 26,000,000"
New Rox Motor Polar Stone 01 2023 Blue,New,Rox Motor,2023,new,,"₦ 20,000,000"
Toyota Yaris 2001 Gray,Toyota,Yaris,2001,foreign used,automatic,"₦ 6,000,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2015 Burgundy,Toyota,Camry SE,2015,foreign used,automatic,"₦ 15,950,000"
Toyota Highlander XLE 2021 Red,Toyota,Highlander XLE,2021,foreign used,automatic,"₦ 65,000,000"
Mercedes-Benz GLK-Class 2013 Gray,Mercedes-Benz,GLK-Class,2013,foreign used,automatic,"₦ 21,000,000"
Honda Civic 2007 Silver,Honda,Civic,2007,local used,automatic,"₦ 3,500,000"
BMW X5 M 2010 Black,BMW,X5 M,2010,foreign used,automatic,"₦ 21,000,000"
Acura TL 2005 Silver,Acura,TL,2005,local used,automatic,"₦ 3,600,000"
Hyundai Santa Fe Limited 2010 White,Hyundai,Santa Fe,2010,local used,automatic,"₦ 5,650,000"
Lexus RX 350 AWD 2017 Gray,Lexus,RX 350,2017,foreign used,automatic,"₦ 51,000,000"
Toyota Camry XSE FWD 2020 Blue,Toyota,Camry XSE,2020,foreign used,automatic,"₦ 41,500,000"
Honda Accord Crosstour EX-L AWD 2010 White,Honda,Accord Crosstour,2010,local used,automatic,"₦ 6,500,000"
Mercedes-Benz GLK-Class 2013 Black,Mercedes-Benz,GLK-Class,2013,foreign used,automatic,"₦ 19,500,000"
Mercedes-Benz GLE-Class GLE 350 2016 Black,Mercedes-Benz,GLE-Class GLE,2016,foreign used,automatic,"₦ 38,500,000"
Ford Edge 2008 Black,Ford,Edge,2008,local used,automatic,"₦ 5,250,000"
Toyota Avensis 2006 Black,Toyota,Avensis,2006,foreign used,automatic,"₦ 10,000,000"
Toyota Highlander 2004 Red,Toyota,Highlander,2004,foreign used,automatic,"₦ 8,800,000"
Toyota Camry 2014 Silver,Toyota,Camry,2014,local used,automatic,"₦ 10,700,000"
Hyundai Elantra 2017 Blue,Hyundai,Elantra,2017,foreign used,automatic,"₦ 16,500,000"
Hyundai Elantra 2012 Gray,Hyundai,Elantra,2012,foreign used,automatic,"₦ 13,500,000"
Mercedes-Benz GLK-Class 350 4MATIC 2013 White,Mercedes-Benz,GLK-Class 350,2013,foreign used,automatic,"₦ 21,000,000"
Toyota Highlander 2008 Gray,Toyota,Highlander,2008,foreign used,automatic,"₦ 15,500,000"
Toyota Sienna LE AWD 2008 Green,Toyota,Sienna LE,2008,local used,automatic,"₦ 6,700,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2015,Mercedes-Benz,M Class,2015,foreign used,automatic,"₦ 30,000,000"
Mercedes-Benz GLE-Class GLE 350 2017 White,Mercedes-Benz,GLE-Class GLE,2017,local used,automatic,"₦ 28,000,000"
Toyota Avalon 2016 White,Toyota,Avalon,2016,foreign used,automatic,"₦ 22,500,000"
Mercedes-Benz C250 2014 Red,Mercedes-Benz,C250,2014,foreign used,automatic,"₦ 15,200,000"
Toyota Land Cruiser Prado 2.7 i 2011 Black,Toyota,Land Cruiser,2011,local used,automatic,"₦ 23,000,000"
Ford F-150 2017 Gray,Ford,F-150,2017,foreign used,automatic,"₦ 24,500,000"
Toyota Venza 2010 Red,Toyota,Venza,2010,foreign used,automatic,"₦ 18,500,000"
Audi A7 2013 Black,Audi,A7,2013,local used,automatic,"₦ 14,800,000"
Hyundai Sonata Sport 2.0T 4dr Sedan (2.0L 4cyl Turbo 6A) 2015 Silver,Hyundai,Sonata Sport,2015,local used,automatic,"₦ 12,000,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2017 Black,Toyota,Camry LE,2017,foreign used,automatic,"₦ 19,000,000"
Mercedes-Benz GLE-Class 2017 Black,Mercedes-Benz,GLE-Class,2017,foreign used,automatic,"₦ 48,000,000"
Honda Accord 2013 Blue,Honda,Accord,2013,foreign used,automatic,"₦ 15,500,000"
Honda Civic 2006 Gray,Honda,Civic,2006,local used,automatic,"₦ 4,100,000"
Toyota Corolla 2015 Black,Toyota,Corolla,2015,foreign used,automatic,"₦ 14,800,000"
New Toyota Hilux 2025 White,New,Toyota Hilux,2025,new,automatic,"₦ 90,000,000"
Volkswagen Jetta 1.8T SEL Premium 2017 Red,Volkswagen,Jetta 1,2017,foreign used,automatic,"₦ 11,800,000"
Hyundai Sonata SE 2019 Gray,Hyundai,Sonata SE,2019,foreign used,automatic,"₦ 17,500,000"
Mercedes-Benz GLE-Class GLE 350 4MATIC 2020 Black,Mercedes-Benz,GLE-Class GLE,2020,foreign used,automatic,"₦ 75,000,000"
Mercedes-Benz E300 4Matic AWD Sedan (2.0L 4cyl 9A) 2017 Gray,Mercedes-Benz,E300 4Matic,2017,foreign used,automatic,"₦ 35,500,000"
Toyota Camry XSE 4dr Sedan (2.5l 4cyl 6A) 2016 Red,Toyota,Camry XSE,2016,foreign used,automatic,"₦ 18,500,000"
BMW 450 2023 Black,BMW,450,2023,foreign used,automatic,"₦ 105,000,000"
Toyota Camry 2012 Gold,Toyota,Camry,2012,foreign used,automatic,"₦ 11,000,000"
Toyota Corolla 2014 Black,Toyota,Corolla,2014,local used,automatic,"₦ 10,250,000"
Honda Ridgeline 2007 Brown,Honda,Ridgeline,2007,foreign used,automatic,"₦ 4,000,000"
Peugeot 307 2006 Blue,Peugeot,307,2006,foreign used,manual,"₦ 4,800,000"
Toyota Avensis 2001 Red,Toyota,Avensis,2001,foreign used,manual,"₦ 6,800,000"
Nissan Almera 2006 Blue,Nissan,Almera,2006,foreign used,manual,"₦ 5,200,000"
Toyota HiAce 2009 Black,Toyota,HiAce,2009,foreign used,automatic,"₦ 20,000,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2021 Gray,Mercedes-Benz,GLE-Class AMG,2021,local used,automatic,"₦ 118,500,000"
Lexus RX 350 FWD 2017 White,Lexus,RX 350,2017,foreign used,automatic,"₦ 48,500,000"
BMW 525i 2005 Silver,BMW,525i,2005,local used,automatic,"₦ 5,500,000"
Ford Edge 2011 Brown,Ford,Edge,2011,local used,automatic,"₦ 6,200,000"
Porsche Cayenne 2004 Black,Porsche,Cayenne,2004,local used,automatic,"₦ 6,500,000"
Honda Accord Crosstour 2014 Black,Honda,Accord Crosstour,2014,local used,automatic,"₦ 10,300,000"
Lexus RX 2012 Silver,Lexus,RX,2012,local used,automatic,"₦ 18,000,000"
Dodge Charger 2017 Gray,Dodge,Charger,2017,foreign used,automatic,"₦ 40,000,000"
Hyundai Santa Fe 2016 Gray,Hyundai,Santa Fe,2016,foreign used,automatic,"₦ 16,500,000"
Toyota Avensis 2.0 Advanced Automatic 2009 Gray,Toyota,Avensis 2,2009,foreign used,automatic,"₦ 6,800,000"
