title,make,model,year,condition,transmission,price
Toyota Corolla LE 4dr Sedan (1.8L 4 cyl 4A) 2009 Silver,Toyota,Corolla,,foreign used,automatic,"₦ 11,000,000"
Mercedes-Benz GLE-Class GLE 350 2018 Black,,,,foreign used,automatic,"₦ 38,000,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2014,,,,foreign used,automatic,"₦ 25,500,000"
Mazda 5 2.5 Sport Automatic 2010 Gray,Mazda,5,,local used,automatic,"₦ 4,070,000"
Kia Picanto 2007 Gray,Kia,Picanto,2007,local used,manual,"₦ 3,630,000"
Changan CS75 2020 Gray,Changan,CS75,2020,local used,automatic,"₦ 44,500,000"
Toyota Sienna 1999 Gray,Toyota,Sienna,1999,local used,automatic,"₦ 4,212,000"
Volkswagen Crafter 2007 White,Volkswagen,Crafter,2007,local used,manual,"₦ 22,000,000"
Maserati GranTurismo 2008 Yellow,Maserati,GranTurismo,2008,local used,automatic,"₦ 24,200,000"
Kia Sportage 2005 Brown,Kia,Sportage,2005,local used,manual,"₦ 4,400,000"
Volkswagen Golf 1994 Red,Volkswagen,Golf,1994,foreign used,automatic,"₦ 4,950,000"
Honda Accord 2001 Green,Honda,Accord,2001,local used,automatic,"₦ 2,150,000"
Peugeot 307 2005 Green,Peugeot,307,2005,local used,manual,"₦ 2,700,000"
Toyota Land Cruiser Prado 2008 Black,Toyota,Land,,local used,automatic,"₦ 13,500,000"
Toyota Camry 2009 Gray,Toyota,Camry,2009,local used,automatic,"₦ 8,700,000"
Lexus RX 2002 Silver,Lexus,RX,2002,local used,automatic,"₦ 4,500,000"
Toyota Matrix 2006 Gray,Toyota,Matrix,2006,local used,automatic,"₦ 5,000,000"
Ford Focus 2013 White,Ford,Focus,2013,local used,automatic,"₦ 5,200,000"
Toyota Highlander 2005 Gray,Toyota,Highlander,2005,local used,automatic,"₦ 6,800,000"
Mercedes-Benz C250 2013 Silver,,,,foreign used,automatic,"₦ 11,500,000"
Toyota Tacoma 2006 Silver,Toyota,Tacoma,2006,foreign used,automatic,"₦ 18,700,000"
Mercedes-Benz C300 Sport 4Matic Sedan AWD (3.5L 6cyl 7A) 2013 Silver,,,,foreign used,automatic,"₦ 12,500,000"
Lexus RX 350 2022 White,Lexus,RX,,foreign used,automatic,"₦ 62,500,000"
Mercedes-Benz GLE-Class GLE 450 4MATIC 2022 Black,,,,foreign used,automatic,"₦ 90,500,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2015,,,,foreign used,automatic,"₦ 35,500,000"
Mercedes-Benz GLC-Class 2017 Blue,,,,foreign used,automatic,"₦ 37,500,000"
Hyundai Sonata Limited 2.0T Sedan (2.0L 4cyl 6A) 2011 Blue,Hyundai,Sonata,,foreign used,automatic,"₦ 12,000,000"
Mercedes-Benz GLB-Class AMG GLB 35 4MATIC 2021 White,,,,foreign used,automatic,"₦ 78,000,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2013 Gray,Toyota,Camry,,foreign used,automatic,"₦ 16,000,000"
Mercedes-Benz M Class ML 350 4Matic 2013 Silver,,,,foreign used,automatic,"₦ 26,500,000"
Toyota Highlander XLE 2022 Black,Toyota,Highlander,,foreign used,automatic,"₦ 65,000,000"
Rolls-Royce Cullinan Base 2021 White,,,,foreign used,automatic,"₦ 1,200,000,000"
Toyota Land Cruiser Prado 2022 White,Toyota,Land,,foreign used,automatic,"₦ 85,000,000"
New Toyota Hilux 2025 Black,New,Toyota,,new,automatic,"₦ 153,000,000"
Mercedes-Benz G-Class G 63 AMG 4MATIC 2020 Gray,,,,foreign used,automatic,"₦ 335,000,000"
Toyota RAV4 Limited 4dr SUV (2.5L 4cyl 6A) 2015 Red,Toyota,RAV4,,foreign used,automatic,"₦ 21,000,000"
Lexus ES 350 2010 Red,Lexus,ES,,foreign used,automatic,"₦ 10,500,000"
Toyota Corolla 2013 Silver,Toyota,Corolla,2013,foreign used,automatic,"₦ 13,700,000"
Lexus RX 330 2005 Gold,Lexus,RX,,foreign used,automatic,"₦ 11,000,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2014,,,,foreign used,automatic,"₦ 25,500,000"
Honda Accord 2008 White,Honda,Accord,2008,local used,automatic,"₦ 7,560,000"
Honda Accord 2008 Gray,Honda,Accord,2008,local used,automatic,"₦ 5,940,000"
Hyundai Santa Fe 2010 Silver,Hyundai,Santa,,local used,automatic,"₦ 5,313,000"
Honda CR-V 2004 Black,Honda,CR-V,2004,local used,automatic,"₦ 3,510,000"
Toyota Yaris 1.0 2004 Black,Toyota,Yaris,,foreign used,manual,"₦ 5,500,000"
Toyota Highlander 2009 Green,Toyota,Highlander,2009,local used,automatic,"₦ 13,200,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2014 White,Toyota,Camry,,foreign used,automatic,"₦ 12,800,000"
Ford Ranger Wildtrak 2015 Black,Ford,Ranger,,local used,manual,"₦ 13,800,000"
Toyota Highlander 2003 Gold,Toyota,Highlander,2003,local used,automatic,"₦ 5,115,000"
Toyota Camry 2014 Gray,Toyota,Camry,2014,local used,automatic,"₦ 9,699,999"
Mercedes-Benz GLA 250 2016 Black,,,,foreign used,automatic,"₦ 28,000,000"
Toyota Avalon Limited Sedan FWD (3.5L 6cyl 6A) 2013 Gray,Toyota,Avalon,,foreign used,automatic,"₦ 22,500,000"
Toyota Highlander XLE V6 4x2 (3.5L 6cyl 6A) 2016 Black,Toyota,Highlander,,foreign used,automatic,"₦ 33,500,000"
Toyota Highlander 2003 Black,Toyota,Highlander,2003,local used,automatic,"₦ 5,450,000"
Lexus RX 330 2005 Beige,Lexus,RX,,foreign used,automatic,"₦ 11,800,000"
Honda Crosstour 3.5 AWD 2014 White,Honda,Crosstour,,foreign used,automatic,"₦ 16,000,000"
New Toyota Land Cruiser 3.5 Petrol 4WD 2022 Black,New,Toyota,,new,automatic,"₦ 195,000,000"
Lexus LX 2022 Black,Lexus,LX,2022,foreign used,automatic,"₦ 280,000,000"
Honda Pilot 2005 Silver,Honda,Pilot,2005,local used,automatic,"₦ 5,062,500"
Bentley Continental 2021 Black,Bentley,Continental,2021,foreign used,automatic,"₦ 450,000,000"
New Toyota Hilux 2025 Black,New,Toyota,,new,automatic,"₦ 142,000,000"
Chevrolet Corvette 2023 Red,Chevrolet,Corvette,2023,foreign used,automatic,"₦ 235,000,000"
New Toyota Hilux 2025 Black,New,Toyota,,new,automatic,"₦ 103,000,000"
New Toyota Hilux 2024 Black,New,Toyota,,new,automatic,"₦ 140,000,000"
Toyota Corolla LE Premium 4dr Sedan (1.8L 4cyl CVT) 2016 Silver,Toyota,Corolla,,foreign used,automatic,"₦ 15,000,000"
Acura MDX 2015 Black,Acura,MDX,2015,foreign used,automatic,"₦ 18,000,000"
Toyota Tundra Limited 5.7L V8 4x2 CrewMax 5.6 ft. box 145.7 in. WB 2016,Toyota,Tundra,,foreign used,automatic,"₦ 35,000,000"
Mercedes-Benz C300 Luxury 4Matic Sedan AWD (3.0L 6cyl 7A) 2012 Black,,,,foreign used,automatic,"₦ 14,200,000"
Toyota RAV4 Limited 2007 Gray,Toyota,RAV4,,foreign used,automatic,"₦ 13,500,000"
Honda Civic 2009 Blue,Honda,Civic,2009,foreign used,automatic,"₦ 7,370,000"
Toyota Corolla 2009 Red,Toyota,Corolla,2009,local used,automatic,"₦ 7,199,999"
Honda Accord 2001 Silver,Honda,Accord,2001,local used,automatic,"₦ 1,980,000"
Nissan Altima 2012 White,Nissan,Altima,2012,local used,automatic,"₦ 4,400,000"
Nissan Tiida 2007 Gold,Nissan,Tiida,2007,local used,manual,"₦ 3,520,000"
Toyota Camry 2008 Black,Toyota,Camry,2008,local used,automatic,"₦ 5,600,000"
Hyundai Elantra 2010 Black,Hyundai,Elantra,2010,local used,automatic,"₦ 5,400,000"
Honda Accord 2009 Black,Honda,Accord,2009,local used,automatic,"₦ 6,480,000"
Infiniti JX 2013 Red,Infiniti,JX,2013,foreign used,automatic,"₦ 26,400,000"
Hyundai Santa Fe 2008 White,Hyundai,Santa,,local used,automatic,"₦ 5,335,000"
Toyota Corolla LE 2005 Red,Toyota,Corolla,,local used,automatic,"₦ 5,500,000"
Mercedes-Benz C230 2004 Black,,,,local used,automatic,"₦ 2,350,000"
Hyundai Sonata 2018 Gray,Hyundai,Sonata,2018,foreign used,automatic,"₦ 17,450,000"
JMC Boarding 2016 White,JMC,Boarding,2016,foreign used,manual,"₦ 16,500,000"
Toyota Corolla 2013 Gray,Toyota,Corolla,2013,local used,automatic,"₦ 7,950,000"
Mitsubishi L200 Single Cab 2.5 TD 2013 White,Mitsubishi,L200,,local used,manual,"₦ 5,400,000"
Lexus RX 300 2003 Black,Lexus,RX,,local used,automatic,"₦ 4,200,000"
Lexus GS 300 2008 Red,Lexus,GS,,local used,automatic,"₦ 6,500,000"
Toyota Sienna 2004 Red,Toyota,Sienna,2004,local used,automatic,"₦ 4,500,000"
Toyota Fun Cargo 2002 Green,Toyota,Fun,,foreign used,manual,"₦ 5,300,000"
Toyota Camry 2008 White,Toyota,Camry,2008,local used,automatic,"₦ 6,200,000"
Lexus RX 350 2012 Black,Lexus,RX,,foreign used,automatic,"₦ 21,800,000"
Nissan Almera Tino 2002 Green,Nissan,Almera,,local used,automatic,"₦ 2,500,000"
Peugeot 406 2003 Silver,Peugeot,406,2003,local used,manual,"₦ 2,800,000"
Mercedes-Benz C240 2005 Blue,,,,local used,automatic,"₦ 3,250,000"
Lexus LS 2008 White,Lexus,LS,2008,foreign used,automatic,"₦ 17,000,000"
Toyota Corolla LE 2004 Red,Toyota,Corolla,,local used,automatic,"₦ 3,700,000"
Mercedes-Benz C240 2005 Silver,,,,local used,automatic,"₦ 4,500,000"
Toyota Corolla 2006 Black,Toyota,Corolla,2006,local used,automatic,"₦ 5,680,000"
Lexus ES 350 FWD 2013 Red,Lexus,ES,,foreign used,automatic,"₦ 23,000,000"
Lexus RX 350 2021 Gray,Lexus,RX,,foreign used,automatic,"₦ 61,000,000"
Lexus RX 350 AWD 2013 Gold,Lexus,RX,,foreign used,automatic,"₦ 28,000,000"
Toyota Corolla XLE (1.8L 4cyl 2A) 2018 Red,Toyota,Corolla,,foreign used,automatic,"₦ 18,500,000"
Mercedes-Benz GLE53 2021 Black,,,,foreign used,automatic,"₦ 135,000,000"
Lexus RX 350 F Sport FWD 2017 Gray,Lexus,RX,,foreign used,automatic,"₦ 55,500,000"
Toyota RAV4 XLE 4dr SUV AWD (2.5L 4cyl 6A) 2018 Gray,Toyota,RAV4,,foreign used,automatic,"₦ 26,500,000"
Ford Edge Sport AWD 2018 Black,Ford,Edge,,foreign used,automatic,"₦ 28,500,000"
Lexus RX 350 F Sport AWD 2017 Black,Lexus,RX,,foreign used,automatic,"₦ 48,500,000"
Mercedes-Benz GLE-Class GLE 350 2016 Black,,,,foreign used,automatic,"₦ 36,000,000"
New Toyota Camry 2023 Black,New,Toyota,,new,automatic,"₦ 91,000,000"
New Mercedes-Benz G-Class 2024 Black,New,Mercedes-Benz,,new,automatic,"₦ 999,999,999"
New Lexus LX 2023 Black,New,Lexus,,new,automatic,"₦ 620,000,000"
Toyota Venza V6 AWD 2012 Black,Toyota,Venza,,foreign used,automatic,"₦ 18,000,000"
Toyota Highlander Limited 3.5l 4WD 2013 Gray,Toyota,Highlander,,foreign used,automatic,"₦ 19,000,000"
Honda Pilot 2007 Black,Honda,Pilot,2007,local used,automatic,"₦ 6,804,000"
Hyundai Elantra 2010 Red,Hyundai,Elantra,2010,foreign used,automatic,"₦ 9,350,000"
Toyota Corolla 2004 Gray,Toyota,Corolla,2004,local used,automatic,"₦ 4,400,000"
Toyota Camry 2020 Black,Toyota,Camry,2020,local used,automatic,"₦ 18,850,000"
Toyota Camry 2001 Blue,Toyota,Camry,2001,local used,automatic,"₦ 2,200,000"
Lexus ES 350 2010 White,Lexus,ES,,local used,automatic,"₦ 9,700,000"
Hyundai Sonata 2015 Black,Hyundai,Sonata,2015,foreign used,automatic,"₦ 16,000,000"
Lexus RX 2010 Black,Lexus,RX,2010,foreign used,automatic,"₦ 18,500,000"
Nissan Maxima 2010 Gray,Nissan,Maxima,2010,foreign used,automatic,"₦ 9,250,000"
Lexus RX 350 2010 Blue,Lexus,RX,,foreign used,automatic,"₦ 20,000,000"
Nissan Altima 2007 White,Nissan,Altima,2007,local used,automatic,"₦ 5,300,000"
Lexus RX 350 2018 Blue,Lexus,RX,,foreign used,automatic,"₦ 53,000,000"
Mercedes-Benz GLE43 3.0 AWD 2018 Silver,,,,foreign used,automatic,"₦ 80,000,000"
Mercedes-Benz GLK-Class 2015 Gray,,,,foreign used,automatic,"₦ 27,000,000"
Lexus GX 460 AWD 2023 Black,Lexus,GX,,foreign used,automatic,"₦ 120,000,000"
Hyundai Palisade Limited 2022 White,Hyundai,Palisade,,foreign used,automatic,"₦ 75,000,000"
Toyota 4-Runner SR5 4x4 Premium 2018 Black,Toyota,4-Runner,,foreign used,automatic,"₦ 75,000,000"
Toyota Venza 2015 Gray,Toyota,Venza,2015,foreign used,automatic,"₦ 24,500,000"
Volkswagen Beetle 1.8T SE Convertible 2016 Gold,Volkswagen,Beetle,,foreign used,automatic,"₦ 15,800,000"
Lexus RX 350 2017 Gold,Lexus,RX,,foreign used,automatic,"₦ 43,000,000"
Mercedes-Benz G-Class 2016 Black,,,,foreign used,automatic,"₦ 380,000,000"
New Lexus NX 2023 Black,New,Lexus,,new,automatic,"₦ 160,000,000"
New Toyota Land Cruiser 2022 Black,New,Toyota,,new,automatic,"₦ 289,000,000"
Lexus RX 350 2015 Black,Lexus,RX,,foreign used,automatic,"₦ 27,000,000"
Toyota Corolla 2004 Red,Toyota,Corolla,2004,local used,automatic,"₦ 5,400,000"
Toyota Highlander 2017 Red,Toyota,Highlander,2017,foreign used,automatic,"₦ 35,000,000"
Toyota Sienna 2007 Silver,Toyota,Sienna,2007,local used,automatic,"₦ 6,850,000"
Honda Civic 2007 White,Honda,Civic,2007,local used,automatic,"₦ 3,850,000"
BMW 335i 2007 Silver,BMW,335i,2007,foreign used,automatic,"₦ 6,800,000"
Acura MDX 2007 Burgandy,Acura,MDX,2007,local used,automatic,"₦ 6,050,000"
Honda Accord Crosstour 2010 Black,Honda,Accord,,local used,automatic,"₦ 9,180,000"
Volkswagen Beetle 1968 Blue,Volkswagen,Beetle,1968,local used,manual,"₦ 3,000,000"
Toyota Camry 2011 Gray,Toyota,Camry,2011,foreign used,automatic,"₦ 12,500,000"
Mercedes-Benz C180 2001 Red,,,,foreign used,manual,"₦ 4,700,000"
Mercedes-Benz GL-Class 2008 Black,,,,local used,automatic,"₦ 9,000,000"
Toyota 4-Runner 2005 Silver,Toyota,4-Runner,2005,local used,automatic,"₦ 6,200,000"
Land Rover Range Rover Velar P380 SE R-Dynamic 4x4 2018 Gray,Land,Rover,,foreign used,automatic,"₦ 58,000,000"
Toyota RAV4 XLE 4dr SUV AWD (2.5L 4cyl 6A) 2015 Black,Toyota,RAV4,,foreign used,automatic,"₦ 23,500,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2014,,,,foreign used,automatic,"₦ 32,000,000"
Lexus GX 460 Luxury 2020 Black,Lexus,GX,,foreign used,automatic,"₦ 95,000,000"
Toyota Highlander Limited 2012 Gray,Toyota,Highlander,,foreign used,automatic,"₦ 22,500,000"
Lexus RX 350 2014 Gold,Lexus,RX,,foreign used,automatic,"₦ 27,500,000"
Lexus RX 350 FWD 2018 Red,Lexus,RX,,foreign used,automatic,"₦ 46,500,000"
Mercedes-Benz M Class ML350 4dr SUV (3.5L 6cyl 7A) 2015 White,,,,foreign used,automatic,"₦ 28,500,000"
Lexus RX 350 2018 White,Lexus,RX,,foreign used,automatic,"₦ 48,500,000"
Toyota Venza V6 2009 White,Toyota,Venza,,foreign used,automatic,"₦ 20,000,000"
Mercedes-Benz GLK-Class Base GLK 250 BlueTEC 4dr AWD 4MATIC (2.1L 4cyl) Red,,,,foreign used,automatic,"₦ 21,000,000"
Lexus RX 350 2024 White,Lexus,RX,,foreign used,automatic,"₦ 98,000,000"
New Lexus LX 2024 Black,New,Lexus,,new,automatic,"₦ 605,000,000"
Lexus RX 350 2010 Black,Lexus,RX,,foreign used,automatic,"₦ 20,850,000"
Mercedes-Benz GLC-Class 2017 Black,,,,foreign used,automatic,"₦ 55,000,000"
Lexus RX 2020 Black,Lexus,RX,2020,foreign used,automatic,"₦ 86,000,000"
New Lexus LX 2023 Black,New,Lexus,,new,automatic,"₦ 573,000,000"
Lexus RX 350 2017 White,Lexus,RX,,foreign used,automatic,"₦ 50,000,000"
Lexus ES 350 2012 Silver,Lexus,ES,,foreign used,automatic,"₦ 12,000,000"
Acura MDX SUV 4dr AWD (3.7 6cyl 5A) 2008 Black,Acura,MDX,,foreign used,automatic,"₦ 10,000,000"
Toyota Camry XLE FWD (2.5L 4cyl 8AM) 2018 Blue,Toyota,Camry,,foreign used,automatic,"₦ 19,000,000"
Toyota Sienna 2004 Blue,Toyota,Sienna,2004,local used,automatic,"₦ 5,280,000"
Honda CR-V 2010 Blue,Honda,CR-V,2010,local used,automatic,"₦ 5,610,000"
Peugeot 407 2002 Blue,Peugeot,407,2002,local used,manual,"₦ 3,190,000"
Mazda CX-9 Touring 4dr SUV AWD (3.7L 6cyl 6A) 2014 Gray,Mazda,CX-9,,local used,automatic,"₦ 12,100,000"
Honda Civic 2002 Gray,Honda,Civic,2002,local used,automatic,"₦ 2,860,000"
Honda Accord 2003 Gold,Honda,Accord,2003,local used,automatic,"₦ 3,888,000"
Dodge Caliber 2008 Red,Dodge,Caliber,2008,local used,automatic,"₦ 4,000,000"
Toyota Sequoia 2010 Gray,Toyota,Sequoia,2010,local used,automatic,"₦ 6,800,000"
Toyota Sienna 2000 Gold,Toyota,Sienna,2000,local used,automatic,"₦ 3,700,000"
Volkswagen Golf 2002 Red,Volkswagen,Golf,2002,local used,manual,"₦ 3,400,000"
Nissan Murano SL 2010 Black,Nissan,Murano,,local used,automatic,"₦ 4,700,000"
New Great Wall King Kong Poer 2023 Black,New,Great,,new,automatic,"₦ 45,000,000"
Toyota RAV4 XLE AWD 2024 Gray,Toyota,RAV4,,foreign used,automatic,"₦ 83,000,000"
Toyota Land Cruiser Prado 2018 Black,Toyota,Land,,foreign used,automatic,"₦ 65,000,000"
Lexus RX 350 2018 Black,Lexus,RX,,foreign used,automatic,"₦ 46,500,000"
Nissan Primera 2006 Silver,Nissan,Primera,2006,local used,manual,"₦ 2,500,000"
Toyota Corolla LE (1.8L 4cyl 2A) 2018 Black,Toyota,Corolla,,foreign used,automatic,"₦ 19,500,000"
Toyota RAV4 2020 Silver,Toyota,RAV4,2020,foreign used,automatic,"₦ 48,500,000"
Acura MDX 2015 Black,Acura,MDX,2015,foreign used,automatic,"₦ 17,000,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2010 Red,Toyota,Corolla,,foreign used,automatic,"₦ 14,200,000"
Honda Accord 2003 Red,Honda,Accord,2003,local used,automatic,"₦ 2,420,000"
Toyota Sienna 2004 Gray,Toyota,Sienna,2004,local used,automatic,"₦ 7,020,000"
Honda CR-V 2000 Green,Honda,CR-V,2000,local used,automatic,"₦ 3,024,000"
BMW X6 2009 Black,BMW,X6,2009,local used,automatic,"₦ 12,155,000"
Infiniti G 2011 Black,Infiniti,G,2011,foreign used,automatic,"₦ 13,200,000"
Nissan X-Trail 2006 Silver,Nissan,X-Trail,2006,local used,automatic,"₦ 4,800,000"
Mercedes-Benz C180 2001 Silver,,,,local used,automatic,"₦ 3,500,000"
Toyota Highlander 2005 Silver,Toyota,Highlander,2005,local used,automatic,"₦ 5,000,000"
Toyota RAV4 2004 Blue,Toyota,RAV4,2004,local used,manual,"₦ 3,000,000"
Mercedes-Benz GLK-Class 2012 White,,,,local used,automatic,"₦ 11,000,000"
Mercedes-Benz M Class ML 350 AWD 4Matic (3.5L V6 7A) 2006 White,,,,local used,automatic,"₦ 8,500,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2014,,,,foreign used,automatic,"₦ 27,500,000"
Lexus RX 350 2012 White,Lexus,RX,,foreign used,automatic,"₦ 22,500,000"
Lexus ES 350 2008 White,Lexus,ES,,foreign used,automatic,"₦ 12,500,000"
Mercedes-Benz M Class ML 350 BlueTEC 4Matic 2013 Black,,,,foreign used,automatic,"₦ 26,000,000"
Mercedes-Benz GLA 250 2015 Red,,,,foreign used,automatic,"₦ 27,000,000"
Lexus GX 460 Luxury 2014 White,Lexus,GX,,foreign used,automatic,"₦ 43,000,000"
Lexus RX 350 2009 Gray,Lexus,RX,,foreign used,automatic,"₦ 15,000,000"
Mercedes-Benz CLA-Class CLA 220 4MATIC Wagon 2020 Black,,,,foreign used,automatic,"₦ 53,000,000"
Toyota RAV4 2.4 2008 Gray,Toyota,RAV4,,foreign used,automatic,"₦ 12,500,000"
Toyota Avalon 2014 Silver,Toyota,Avalon,2014,foreign used,automatic,"₦ 20,000,000"
Mercedes-Benz GLS-Class 2021 Black,,,,foreign used,automatic,"₦ 175,000,000"
Toyota Corolla XLE (1.8L 4cyl 2A) 2019 Black,Toyota,Corolla,,foreign used,automatic,"₦ 19,500,000"
Toyota Sequoia Limited 4x2 2018 Black,Toyota,Sequoia,,foreign used,automatic,"₦ 30,000,000"
Mazda 6 2007 Silver,Mazda,6,2007,local used,automatic,"₦ 4,950,000"
Honda Accord 2008 Silver,Honda,Accord,2008,local used,automatic,"₦ 4,400,000"
Honda Civic 1.8 Sedan DX 2007 Black,Honda,Civic,,local used,automatic,"₦ 3,850,000"
Kia Rio 2006 Gray,Kia,Rio,2006,local used,manual,"₦ 2,860,000"
Infiniti QX56 2006 Black,Infiniti,QX56,2006,local used,automatic,"₦ 7,700,000"
Mazda 3 2010 Gray,Mazda,3,2010,local used,automatic,"₦ 5,940,000"
Toyota Sienna 2004 Red,Toyota,Sienna,2004,local used,automatic,"₦ 5,940,000"
Toyota Corolla 2009 Silver,Toyota,Corolla,2009,local used,automatic,"₦ 10,757,812"
Mitsubishi SpaceWagon Automatic 1999 Blue,Mitsubishi,SpaceWagon,,local used,automatic,"₦ 3,850,000"
Mitsubishi SpaceRunner 2005 Blue,Mitsubishi,SpaceRunner,2005,local used,manual,"₦ 4,840,000"
Toyota Sienna 2006 Red,Toyota,Sienna,2006,local used,automatic,"₦ 7,500,000"
Ford Escape S 2013 Black,Ford,Escape,,local used,automatic,"₦ 7,200,000"
Toyota HiAce 220 2007 White,Toyota,HiAce,,local used,manual,"₦ 5,900,000"
Volkswagen Golf 2000 Blue,Volkswagen,Golf,2000,local used,automatic,"₦ 2,800,000"
Toyota Sienna 2001 Blue,Toyota,Sienna,2001,local used,automatic,"₦ 3,000,000"
Nissan Sylphy 2021 White,Nissan,Sylphy,2021,foreign used,automatic,"₦ 22,500,000"
Honda Accord Touring V6 4dr Sedan FWD (3.5L 6cyl 6A) 2017 Black,Honda,Accord,,foreign used,automatic,"₦ 21,000,000"
Lexus ES 350 2007 Black,Lexus,ES,,foreign used,automatic,"₦ 12,000,000"
Toyota Tacoma Double Cab V6 Automatic 2011 Gray,Toyota,Tacoma,,foreign used,automatic,"₦ 23,500,000"
Toyota RAV4 LE 4dr SUV (2.5L 4cyl 6A) 2015 Black,Toyota,RAV4,,foreign used,automatic,"₦ 20,800,000"
Toyota Corolla 2004 Silver,Toyota,Corolla,2004,foreign used,automatic,"₦ 5,150,000"
Lexus RX 350 AWD 2017 Red,Lexus,RX,,foreign used,automatic,"₦ 47,000,000"
Mercedes-Benz GLC-Class 2020 Black,,,,foreign used,automatic,"₦ 60,500,000"
Mercedes-Benz GLE43 3.0 AWD 2017 Gray,,,,foreign used,automatic,"₦ 67,000,000"
Lexus ES 350 FWD 2014 White,Lexus,ES,,foreign used,automatic,"₦ 21,950,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2014 Black,Toyota,Camry,,foreign used,automatic,"₦ 16,500,000"
Mercedes-Benz GLE-Class GLE 350 2016 Gray,,,,foreign used,automatic,"₦ 40,950,000"
Ford Explorer 2011 Silver,Ford,Explorer,2011,foreign used,automatic,"₦ 16,500,000"
Toyota Corolla 2015 Silver,Toyota,Corolla,2015,local used,automatic,"₦ 10,900,000"
New Rolls-Royce Cullinan 2022 White,New,Rolls-Royce,,new,automatic,"₦ 950,000,000"
Hyundai Grandeur 2.2 CRDi 2012 Black,Hyundai,Grandeur,,foreign used,automatic,"₦ 13,000,000"
Lexus RX 350 2017 Gold,Lexus,RX,,foreign used,automatic,"₦ 47,000,000"
BMW 7 Series 2020 Gray,BMW,7,,foreign used,automatic,"₦ 130,000,000"
New Toyota Grand Highlander 2024 Black,New,Toyota,,new,automatic,"₦ 175,000,000"
New Toyota Land Cruiser 2023 Black,New,Toyota,,new,automatic,"₦ 253,000,000"
Rolls-Royce Wraith 6.6 RWD 2015 Black,,,,foreign used,automatic,"₦ 280,000,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2017 White,,,,foreign used,automatic,"₦ 55,000,000"
Mercedes-Benz GLK-Class Base GLK 350 4dr AWD 4MATIC (3.5L 6cyl 7A) 2015,,,,foreign used,automatic,"₦ 23,000,000"
Toyota RAV4 2.5 Limited 2010 Red,Toyota,RAV4,,foreign used,automatic,"₦ 13,500,000"
Mercedes-Benz GLA-Class 2017 Black,,,,foreign used,automatic,"₦ 24,000,000"
Toyota Corolla SE (1.8L 4cyl 2A) 2019,Toyota,Corolla,,foreign used,automatic,"₦ 21,000,000"
Skoda Octavia 2007 Gray,Skoda,Octavia,2007,local used,automatic,"₦ 2,784,375"
Toyota Corolla 2004 Red,Toyota,Corolla,2004,local used,automatic,"₦ 3,960,000"
Acura ZDX 2010 Purple,Acura,ZDX,2010,local used,automatic,"₦ 8,250,000"
Kia Carens 2005 Silver,Kia,Carens,2005,local used,automatic,"₦ 2,530,000"
Honda Accord 2010 Gold,Honda,Accord,2010,foreign used,automatic,"₦ 8,250,000"
Hyundai Sonata 2008 Gold,Hyundai,Sonata,2008,local used,automatic,"₦ 2,970,000"
Honda Accord 2003 Black,Honda,Accord,2003,local used,automatic,"₦ 3,780,000"
Mercedes-Benz GLA 250 2015 Red,,,,local used,automatic,"₦ 19,800,000"
Ford F-150 2009 White,Ford,F-150,2009,local used,automatic,"₦ 18,260,000"
Kia Rio 1.6 2006 Silver,Kia,Rio,,local used,manual,"₦ 2,695,000"
Toyota RAV4 1999 Red,Toyota,RAV4,1999,local used,automatic,"₦ 2,700,000"
Renault Scenic 2000 White,Renault,Scenic,2000,local used,automatic,"₦ 2,800,000"
Toyota Yaris 2003 Silver,Toyota,Yaris,2003,local used,automatic,"₦ 4,700,000"
Mercedes-Benz Vaneo 2002 Blue,,,,foreign used,manual,"₦ 4,870,000"
Toyota Highlander 2009 Red,Toyota,Highlander,2009,local used,automatic,"₦ 9,500,000"
Toyota Corolla Liftback 2003 Silver,Toyota,Corolla,,local used,automatic,"₦ 4,500,000"
Volkswagen Beetle 1968 Blue,Volkswagen,Beetle,1968,local used,manual,"₦ 4,000,000"
Mercedes-Benz GLE-Class 2016 Blue,,,,foreign used,automatic,"₦ 63,500,000"
Toyota Sienna LE 8 Passenger 2011 Burgundy,Toyota,Sienna,,foreign used,automatic,"₦ 14,500,000"
Mercedes-Benz GLK-Class Base GLK 350 4dr AWD 4MATIC (3.5L 6cyl 7A) 2015,,,,foreign used,automatic,"₦ 23,000,000"
Toyota Matrix XR Hatchback FWD (1.8L 4cyl 4A) 2007 Blue,Toyota,Matrix,,local used,automatic,"₦ 5,700,000"
