title,make,model,year,condition,transmission,price
Toyota Highlander 2016 Gray,Toyota,Highlander,2016,foreign used,automatic,"₦ 33,000,000"
Mercedes-Benz GLE-Class GLE 350 2016 Black,,,,foreign used,automatic,"₦ 46,500,000"
Mercedes-Benz GLC-Class 2018 White,,,,foreign used,automatic,"₦ 91,500,000"
Toyota Corolla LE 2005 Silver,Toyota,Corolla,,foreign used,automatic,"₦ 9,400,000"
Acura MDX SUV 4dr AWD (3.7L 6cyl 6A) 2010 Black,Acura,MDX,,foreign used,automatic,"₦ 12,350,000"
Toyota Sienna XLE AWD 2006 Gold,Toyota,Sienna,,foreign used,automatic,"₦ 12,350,000"
Lexus RX 330 2004 Gold,Lexus,RX,,foreign used,automatic,"₦ 12,200,000"
Toyota Sienna LE FWD 2006 Blue,Toyota,Sienna,,foreign used,automatic,"₦ 10,400,000"
Toyota Highlander Sport 2010 Red,Toyota,Highlander,,foreign used,automatic,"₦ 17,200,000"
Toyota Venza V6 2011 White,Toyota,Venza,,foreign used,automatic,"₦ 17,000,000"
Toyota Highlander Limited 3.5l 4WD 2013 White,Toyota,Highlander,,foreign used,automatic,"₦ 20,700,000"
Lexus RX 2025 White,Lexus,RX,2025,foreign used,automatic,"₦ 138,555,000"
Acura MDX 2014 Gray,Acura,MDX,2014,foreign used,automatic,"₦ 15,000,000"
Mercedes-Benz AMG GT GT 63 S 4MATIC+ (4 dr) 2021 Red,,,,foreign used,automatic,"₦ 197,000,000"
Lexus IS 250 4WD 2014 Red,Lexus,IS,,foreign used,automatic,"₦ 25,500,000"
New Toyota Land Cruiser 2024 Black,New,Toyota,,new,automatic,"₦ 209,000,000"
Lexus RX 350 2020 Black,Lexus,RX,,foreign used,automatic,"₦ 75,000,000"
Toyota Highlander Limited Platinum 4x4 V6 (3.5L 6cyl 8A) 2017 Gray,Toyota,Highlander,,foreign used,automatic,"₦ 38,500,000"
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2012 Gray,Acura,MDX,,foreign used,automatic,"₦ 11,500,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2008 White,Toyota,Camry,,foreign used,automatic,"₦ 9,750,000"
Lexus ES 350 FWD 2016 Black,Lexus,ES,,foreign used,automatic,"₦ 28,000,000"
Lexus RX 2015 Gray,Lexus,RX,2015,foreign used,automatic,"₦ 25,000,000"
Acura MDX 2015 White,Acura,MDX,2015,foreign used,automatic,"₦ 17,000,000"
Acura MDX 2005 Black,Acura,MDX,2005,local used,automatic,"₦ 5,616,000"
Honda Accord 2008 Silver,Honda,Accord,2008,local used,automatic,"₦ 4,730,000"
Toyota Corolla 2004 Red,Toyota,Corolla,2004,local used,automatic,"₦ 4,224,000"
Honda Accord 2009 Red,Honda,Accord,2009,local used,automatic,"₦ 5,170,000"
Volkswagen Routan 2009 Silver,Volkswagen,Routan,2009,local used,automatic,"₦ 4,400,000"
Honda Accord 2008 Black,Honda,Accord,2008,local used,automatic,"₦ 5,170,000"
Honda Accord 2003 Black,Honda,Accord,2003,local used,automatic,"₦ 2,640,000"
Honda Pilot 2010 Gray,Honda,Pilot,2010,local used,automatic,"₦ 6,380,000"
Nissan Murano 2012 White,Nissan,Murano,2012,foreign used,,"₦ 16,500,000"
Nissan Pathfinder S 2008 White,Nissan,Pathfinder,,local used,automatic,"₦ 7,200,000"
Mitsubishi L200 1998 Blue,Mitsubishi,L200,1998,foreign used,manual,"₦ 10,700,000"
Lexus ES 2005 Black,Lexus,ES,2005,local used,automatic,"₦ 6,500,000"
Nissan Altima 2021 Black,Nissan,Altima,2021,foreign used,automatic,"₦ 26,000,000"
Mercedes-Benz G-Class Base G 550 AWD 2020 White,,,,foreign used,automatic,"₦ 295,000,000"
Toyota Sienna XLE AWD 7-Passenger 2013 Gray,Toyota,Sienna,,foreign used,automatic,"₦ 18,500,000"
Mercedes-Benz C300 Sport 4Matic Sedan AWD (3.5L 6cyl 7A) 2013 Gray,,,,foreign used,automatic,"₦ 15,000,000"
Toyota Camry XLE V6 FWD (3.5L 6cyl 8AM) 2018 White,Toyota,Camry,,foreign used,automatic,"₦ 33,000,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2014 White,Toyota,Camry,,foreign used,automatic,"₦ 16,950,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2015,,,,foreign used,automatic,"₦ 28,500,000"
Mercedes-Benz GLE53 2021 Black,,,,foreign used,automatic,"₦ 135,000,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2017 Black,Toyota,Camry,,foreign used,automatic,"₦ 17,999,999"
Hyundai Sonata Limited 4dr Sedan (2.4L 4cyl 6A) 2015 Silver,Hyundai,Sonata,,foreign used,automatic,"₦ 16,500,000"
Mercedes-Benz GLE-Class GLE 350 4MATIC 2020 Black,,,,foreign used,automatic,"₦ 75,000,000"
Lexus RX 2018 Blue,Lexus,RX,2018,foreign used,automatic,"₦ 41,900,000"
Mercedes-Benz C300 Luxury 4Matic Sedan AWD (3.0L 6cyl 7A) 2011 Black,,,,foreign used,automatic,"₦ 11,500,000"
Lexus RX 350 2017 Silver,Lexus,RX,,foreign used,automatic,"₦ 43,500,000"
Toyota Tundra 1794 2022 Gray,Toyota,Tundra,1794,foreign used,automatic,"₦ 195,000,000"
Toyota 4-Runner 2017 Black,Toyota,4-Runner,2017,foreign used,automatic,"₦ 47,000,000"
Lexus LX 2022 Gray,Lexus,LX,2022,foreign used,automatic,"₦ 250,000,000"
New Toyota HiAce 2024 White,New,Toyota,,new,automatic,"₦ 116,000,000"
New Toyota Hilux 2025 White,New,Toyota,,new,automatic,"₦ 142,000,000"
Toyota Highlander 2013 Gray,Toyota,Highlander,2013,foreign used,automatic,"₦ 17,500,000"
Honda Accord 2005 Gray,Honda,Accord,2005,local used,automatic,"₦ 2,910,937"
Toyota Corolla 2004 Blue,Toyota,Corolla,2004,local used,automatic,"₦ 4,400,000"
Mazda CX-7 2010 Blue,Mazda,CX-7,2010,foreign used,automatic,"₦ 7,700,000"
Honda CR-V 2002 Silver,Honda,CR-V,2002,local used,automatic,"₦ 4,320,000"
Honda Pilot 2005 Black,Honda,Pilot,2005,local used,automatic,"₦ 3,927,000"
Honda CR-V 2003 Red,Honda,CR-V,2003,local used,automatic,"₦ 3,970,000"
Lexus ES 330 2003 Green,Lexus,ES,,local used,automatic,"₦ 6,000,000"
Toyota Camry 2014 Green,Toyota,Camry,2014,foreign used,automatic,"₦ 14,900,000"
Lexus ES 330 Sedan 2004 Red,Lexus,ES,,local used,automatic,"₦ 5,000,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl CVT) 2015 Gray,Toyota,Corolla,,foreign used,automatic,"₦ 16,000,000"
Toyota Camry 2019 White,Toyota,Camry,2019,foreign used,automatic,"₦ 35,000,000"
Toyota Highlander Limited Platinum 4x4 V6 (3.5L 6cyl 8A) 2017 Black,Toyota,Highlander,,foreign used,automatic,"₦ 44,000,000"
Lexus RX 350 2016 White,Lexus,RX,,foreign used,automatic,"₦ 53,000,000"
Mercedes-Benz GLC-Class 2017 Black,,,,foreign used,automatic,"₦ 55,000,000"
Ford Explorer XLT 4x4 2020 Black,Ford,Explorer,,foreign used,automatic,"₦ 53,500,000"
Honda CR-V Touring 4dr SUV AWD (2.4L 4cyl CVT) 2015 Black,Honda,CR-V,,foreign used,automatic,"₦ 19,900,000"
Lexus RX 350 2018 Gold,Lexus,RX,,foreign used,automatic,"₦ 43,500,000"
Toyota Granvia 2025 Black,Toyota,Granvia,2025,foreign used,automatic,"₦ 165,000,000"
Lexus ES 350 2008 Black,Lexus,ES,,foreign used,automatic,"₦ 12,500,000"
Lexus RX 350 AWD 2017 White,Lexus,RX,,foreign used,automatic,"₦ 46,000,000"
Lexus ES 350 2011 Silver,Lexus,ES,,foreign used,automatic,"₦ 16,000,000"
Lexus RX 350 2021 White,Lexus,RX,,foreign used,automatic,"₦ 64,000,000"
Honda CR-V Touring AWD 2018 Black,Honda,CR-V,,foreign used,automatic,"₦ 36,500,000"
New Lexus GX 550 Overtrail 2024 Ivory,New,Lexus,,new,automatic,"₦ 255,000,000"
Toyota Land Cruiser 2019 Gray,Toyota,Land,,foreign used,automatic,"₦ 135,000,000"
Dodge Charger SXT 4dr Sedan (3.6L 6cyl 8A) 2014 Gray,Dodge,Charger,,local used,automatic,"₦ 19,000,000"
New Mercedes-Benz G-Class 2025 Black,New,Mercedes-Benz,,new,automatic,"₦ 620,000,000"
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2012 Purple,Acura,MDX,,foreign used,automatic,"₦ 12,000,000"
Toyota Corolla LE 2023 Silver,Toyota,Corolla,,foreign used,automatic,"₦ 28,000,000"
Toyota Corolla LE 2006 Black,Toyota,Corolla,,foreign used,automatic,"₦ 8,750,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2009 Red,Toyota,Camry,,foreign used,automatic,"₦ 9,500,000"
Toyota Matrix 2004 Blue,Toyota,Matrix,2004,local used,automatic,"₦ 5,724,000"
Toyota Sienna 2004 Blue,Toyota,Sienna,2004,local used,automatic,"₦ 6,050,000"
Toyota 4-Runner 2004 Green,Toyota,4-Runner,2004,local used,automatic,"₦ 5,984,000"
Suzuki Liana Automatic 2002 Silver,Suzuki,Liana,,local used,automatic,"₦ 2,750,000"
Infiniti FX35 2007 Black,Infiniti,FX35,2007,local used,automatic,"₦ 4,950,000"
Honda Odyssey 2007 Gray,Honda,Odyssey,2007,foreign used,automatic,"₦ 7,480,000"
BMW 7 Series 2011 White,BMW,7,,local used,automatic,"₦ 14,850,000"
Toyota Highlander 2022 White,Toyota,Highlander,2022,local used,automatic,"₦ 22,000,000"
Volkswagen Golf 2001 Silver,Volkswagen,Golf,2001,local used,automatic,"₦ 2,200,000"
Mercedes-Benz C230 2004 Gray,,,,local used,automatic,"₦ 3,800,000"
Toyota Venza 2015 White,Toyota,Venza,2015,local used,automatic,"₦ 12,500,000"
Mercedes-Benz C-Class 2000 Silver,,,,local used,manual,"₦ 2,600,000"
Lexus RX 330 2005 White,Lexus,RX,,local used,automatic,"₦ 8,800,000"
Lexus RX 300 2001 Blue,Lexus,RX,,local used,automatic,"₦ 3,700,000"
Toyota Yaris 1.4 2002 Silver,Toyota,Yaris,,foreign used,manual,"₦ 3,500,000"
Lexus RX 350 2008 Black,Lexus,RX,,local used,automatic,"₦ 8,800,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl CVT) 2014 Black,Toyota,Corolla,,foreign used,automatic,"₦ 15,500,000"
Toyota Camry SE 4dr Sedan (2.4L 4cyl 5A) 2008 Gray,Toyota,Camry,,local used,automatic,"₦ 6,800,000"
Mercedes-Benz GLE-Class 2016 Black,,,,foreign used,automatic,"₦ 62,000,000"
Lexus RX 2024 Green,Lexus,RX,2024,foreign used,automatic,"₦ 135,000,000"
Mercedes-Benz C450 2016 Blue,,,,foreign used,automatic,"₦ 39,500,000"
Mercedes-Benz GLE-Class GLE 450 4MATIC 2021 Black,,,,foreign used,automatic,"₦ 98,700,000"
Lexus RX 350 AWD 2017 Black,Lexus,RX,,foreign used,automatic,"₦ 43,000,000"
Mercedes-Benz A-Class A 220 4MATIC 2021 White,,,,foreign used,automatic,"₦ 42,000,000"
Land Rover Range Rover Sport 2021 Black,Land,Rover,,foreign used,automatic,"₦ 125,000,000"
Toyota Land Cruiser 2023 Black,Toyota,Land,,foreign used,automatic,"₦ 170,000,000"
Mercedes-Benz G-Class 2020 Green,,,,foreign used,automatic,"₦ 305,000,000"
Toyota Camry XLE 4dr Sedan (3.5L 6cyl 6A) 2017 Black,Toyota,Camry,,foreign used,automatic,"₦ 19,000,000"
Mercedes-Benz M Class ML 350 4Matic 2012 Gray,,,,foreign used,automatic,"₦ 12,500,000"
Lexus ES 350 FWD 2015 White,Lexus,ES,,foreign used,automatic,"₦ 19,000,000"
Lexus ES 350 2007 Beige,Lexus,ES,,foreign used,automatic,"₦ 11,000,000"
Toyota Corolla LE 2007 Red,Toyota,Corolla,,foreign used,automatic,"₦ 8,000,000"
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2013 White,Acura,MDX,,foreign used,automatic,"₦ 11,500,000"
Lexus RX 350 2010 Black,Lexus,RX,,foreign used,automatic,"₦ 19,500,000"
BMW 3 Series 2006 Gray,BMW,3,,local used,automatic,"₦ 6,050,000"
Toyota Corolla 2004 Black,Toyota,Corolla,2004,local used,automatic,"₦ 4,224,000"
Lincoln MKS 2009 White,Lincoln,MKS,2009,local used,automatic,"₦ 5,500,000"
Toyota Camry 1997 Beige,Toyota,Camry,1997,local used,automatic,"₦ 2,530,000"
Mercedes-Benz C300 Sport Sedan AWD (3.0L 6cyl 7A) 2008 Off white,,,,local used,automatic,"₦ 8,150,000"
Honda Pilot 2004 Black,Honda,Pilot,2004,local used,automatic,"₦ 3,996,000"
Toyota Camry 1997 Silver,Toyota,Camry,1997,local used,automatic,"₦ 3,190,000"
Mercedes-Benz GLE-Class 2016 White,,,,foreign used,automatic,"₦ 63,000,000"
Toyota Matrix 2004 Gray,Toyota,Matrix,2004,local used,automatic,"₦ 4,500,000"
Toyota Sienna 2007 Gold,Toyota,Sienna,2007,local used,automatic,"₦ 6,900,000"
Toyota Highlander 2013 Gray,Toyota,Highlander,2013,local used,automatic,"₦ 15,500,000"
Toyota Camry LE V6 4dr Sedan (3.5L 6cyl 6AM) 2008 Gray,Toyota,Camry,,local used,automatic,"₦ 5,600,000"
Mercedes-Benz GLK-Class 2010 Red,,,,foreign used,automatic,"₦ 18,500,000"
Toyota Avalon 2005 Gray,Toyota,Avalon,2005,local used,automatic,"₦ 3,900,000"
Toyota Sienna 2019 Gray,Toyota,Sienna,2019,foreign used,automatic,"₦ 30,000,000"
Mercedes-Benz G-Class 2024,,,,foreign used,automatic,"₦ 480,000,000"
Lexus ES 350 FWD 2014 Gray,Lexus,ES,,foreign used,automatic,"₦ 23,000,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl CVT) 2014 Black,Toyota,Corolla,,foreign used,automatic,"₦ 15,800,000"
Lexus IS 250 2015 Gray,Lexus,IS,,foreign used,automatic,"₦ 24,500,000"
Toyota Camry SE w/Special Edition Pkg (2.5L 4cyl 6A) 2016 Blue,Toyota,Camry,,foreign used,automatic,"₦ 20,000,000"
Toyota Highlander XLE 4x2 V6 (3.5L 6cyl 8A) 2017 Silver,Toyota,Highlander,,foreign used,automatic,"₦ 35,500,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2016 Gray,Toyota,Camry,,foreign used,automatic,"₦ 16,500,000"
Lexus RX 350 2013 White,Lexus,RX,,foreign used,automatic,"₦ 26,000,000"
Mercedes-Benz C300 Luxury 4Matic Sedan AWD (3.5L 6cyl 7A) 2013 Black,,,,foreign used,automatic,"₦ 15,500,000"
Toyota Corolla LE Premium 4dr Sedan (1.8L 4cyl CVT) 2016 Silver,Toyota,Corolla,,foreign used,automatic,"₦ 16,500,000"
Mercedes-Benz GLE43 3.0 AWD 2018 Black,,,,foreign used,automatic,"₦ 68,000,000"
Lexus GX 460 Luxury 2017 White,Lexus,GX,,foreign used,automatic,"₦ 53,000,000"
Lexus RX 350 2010 Red,Lexus,RX,,foreign used,automatic,"₦ 21,850,000"
Mercedes-Benz GLC-Class 2016 White,,,,foreign used,automatic,"₦ 37,000,000"
Lexus RX 350 2010 Black,Lexus,RX,,foreign used,automatic,"₦ 20,500,000"
Mercedes-Benz GLC-Class 2017 White,,,,foreign used,automatic,"₦ 37,000,000"
Infiniti QX50 2018 Gray,Infiniti,QX50,2018,foreign used,automatic,"₦ 36,000,000"
New Toyota Camry 2025 Black,New,Toyota,,new,automatic,"₦ 93,000,000"
Mercedes-Benz S-Class 2022 Gray,,,,foreign used,automatic,"₦ 235,000,000"
Lexus ES 330 Sedan 2004 Gold,Lexus,ES,,foreign used,automatic,"₦ 9,500,000"
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2011 White,Acura,MDX,,foreign used,automatic,"₦ 11,500,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2016 Silver,Toyota,Camry,,foreign used,automatic,"₦ 20,000,000"
Kia Sportage 2009 Black,Kia,Sportage,2009,local used,automatic,"₦ 5,500,000"
Honda Accord 2005 Silver,Honda,Accord,2005,local used,automatic,"₦ 2,816,000"
Honda Pilot 2003 Green,Honda,Pilot,2003,local used,automatic,"₦ 5,400,000"
Audi Q7 2013 Black,Audi,Q7,2013,foreign used,automatic,"₦ 20,900,000"
BMW X3 2012 Red,BMW,X3,2012,local used,automatic,"₦ 11,440,000"
Lexus GS 2010 Silver,Lexus,GS,2010,local used,automatic,"₦ 6,500,000"
Toyota Avalon XLE Premium Sedan FWD (3.5L 6cyl 6A) 2013 Gray,Toyota,Avalon,,foreign used,automatic,"₦ 17,500,000"
Nissan Versa 2008 Black,Nissan,Versa,2008,local used,automatic,"₦ 3,700,000"
Toyota Highlander 2004 Gold,Toyota,Highlander,2004,local used,automatic,"₦ 5,900,000"
Lexus ES 350 2008 Gray,Lexus,ES,,foreign used,automatic,"₦ 10,500,000"
Jeep Wrangler Sahara 4x4 2016 Silver,Jeep,Wrangler,,local used,automatic,"₦ 28,500,000"
Toyota Sienna L 7-Passenger 4dr Minivan (3.5L 6cyl 6A) 2014 White,Toyota,Sienna,,foreign used,automatic,"₦ 23,000,000"
Lexus ES 350 2008 White,Lexus,ES,,local used,automatic,"₦ 7,650,000"
Toyota Camry 2015 White,Toyota,Camry,2015,foreign used,automatic,"₦ 22,000,000"
Mercedes-Benz GLC-Class 2017 White,,,,foreign used,automatic,"₦ 37,000,000"
Toyota Camry SE FWD 2020 White,Toyota,Camry,,foreign used,automatic,"₦ 36,000,000"
Toyota Highlander LE Plus V6 4x2 (3.5L 6cyl 6A) 2016 Burgundy,Toyota,Highlander,,foreign used,automatic,"₦ 29,500,000"
Toyota Camry LE V6 4dr Sedan (3.5L 6cyl 6AM) 2010 Black,Toyota,Camry,,foreign used,automatic,"₦ 11,400,000"
Toyota Camry LE (2.5L 4cyl 8A) 2019 Beige,Toyota,Camry,,foreign used,automatic,"₦ 28,000,000"
Lexus RX 350 2016 Black,Lexus,RX,,foreign used,automatic,"₦ 55,000,000"
Cadillac Escalade 2022 White,Cadillac,Escalade,2022,foreign used,automatic,"₦ 293,000,000"
Mercedes-Benz G-Class G 63 AMG 2022 Matt Black,,,,foreign used,automatic,"₦ 450,000,000"
Mercedes-Benz GLC-Class 2017 Black,,,,foreign used,automatic,"₦ 63,500,000"
Toyota Tundra Platinum 2022 Silver,Toyota,Tundra,,foreign used,automatic,"₦ 140,000,000"
BMW X3 xDrive30i 2021 Black,BMW,X3,,foreign used,automatic,"₦ 82,000,000"
New Lexus LX 2023 Black,New,Lexus,,new,automatic,"₦ 357,000,000"
Lexus RX 350 2010 Red,Lexus,RX,,foreign used,automatic,"₦ 19,500,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6AM) 2010 Red,Toyota,Camry,,foreign used,automatic,"₦ 12,500,000"
Lexus ES 350 FWD 2015 Black,Lexus,ES,,foreign used,automatic,"₦ 19,000,000"
Toyota Corolla LE 2005 Blue,Toyota,Corolla,,foreign used,automatic,"₦ 8,500,000"
Lexus ES 350 FWD 2016 Blue,Lexus,ES,,foreign used,automatic,"₦ 26,200,000"
Honda Accord 2004 Gray,Honda,Accord,2004,local used,automatic,"₦ 2,750,000"
Toyota Sienna 2004 Green,Toyota,Sienna,2004,local used,automatic,"₦ 6,050,000"
Mitsubishi SpaceWagon 2003 Silver,Mitsubishi,SpaceWagon,2003,local used,manual,"₦ 4,730,000"
Honda Accord 2002 Black,Honda,Accord,2002,local used,automatic,"₦ 2,090,000"
Honda CR-V 2008 Black,Honda,CR-V,2008,foreign used,automatic,"₦ 11,687,500"
Toyota Highlander 2004 Blue,Toyota,Highlander,2004,local used,automatic,"₦ 7,560,000"
Buick LaCrosse 2011 Gray,Buick,LaCrosse,2011,foreign used,automatic,"₦ 12,100,000"
BMW 528i 2010 White,BMW,528i,2010,foreign used,automatic,"₦ 12,100,000"
Volkswagen Golf GTI 2007 Black,Volkswagen,Golf,,local used,automatic,"₦ 7,150,000"
Hyundai Sonata Limited Sedan FWD (2.4L 4cyl 6A) 2011 Gold,Hyundai,Sonata,,local used,automatic,"₦ 6,900,000"
Lexus ES 2006 Black,Lexus,ES,2006,local used,automatic,"₦ 9,000,000"
Toyota Sienna 2005 Gold,Toyota,Sienna,2005,local used,automatic,"₦ 6,300,000"
Hyundai Santa Fe 2009 Black,Hyundai,Santa,,local used,automatic,"₦ 4,500,000"
Lexus RX 350 2023 Off white,Lexus,RX,,foreign used,automatic,"₦ 120,000,000"
Mercedes-Benz GLE-Class GLE 350 2018 Gray,,,,foreign used,automatic,"₦ 49,500,000"
Mercedes-Benz GLK-Class 2013 White,,,,foreign used,automatic,"₦ 25,500,000"
Lexus ES 350 2009 Gray,Lexus,ES,,foreign used,automatic,"₦ 13,000,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2015,,,,foreign used,automatic,"₦ 29,500,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2017 Gray,,,,foreign used,automatic,"₦ 82,000,000"
Lexus RX 350 4WD 2021 Black,Lexus,RX,,foreign used,automatic,"₦ 65,000,000"
Toyota Land Cruiser 3.5 Petrol 4WD 2022 White,Toyota,Land,,foreign used,automatic,"₦ 250,000,000"
Lexus RX 350 AWD 2008 Black,Lexus,RX,,foreign used,automatic,"₦ 13,500,000"
Toyota Avalon XLE Premium 4dr Sedan (3.5L 6cyl 6A) 2014 Black,Toyota,Avalon,,foreign used,automatic,"₦ 20,500,000"
Lexus IS 250 4WD 2015 White,Lexus,IS,,foreign used,automatic,"₦ 27,000,000"
Lexus RX 330 2005 Gray,Lexus,RX,,foreign used,automatic,"₦ 12,800,000"
Lexus RX 350 2021 Black,Lexus,RX,,foreign used,automatic,"₦ 65,500,000"
Mercedes-Benz G-Class 2019 Black,,,,foreign used,automatic,"₦ 465,000,000"
Lamborghini Urus Base 4dr AWD 2020 Blue,Lamborghini,Urus,,foreign used,automatic,"₦ 496,000,000"
Mercedes-Benz GLE-Class AMG GLE 63 S 4MATIC 2021 Gray,,,,foreign used,automatic,"₦ 160,000,000"
New Toyota Hilux 2023 Black,New,Toyota,,new,automatic,"₦ 78,500,000"
Toyota Highlander Sport 2010 Red,Toyota,Highlander,,foreign used,automatic,"₦ 14,000,000"
Acura MDX SUV 4dr AWD (3.7L 6cyl 6A) 2013 Black,Acura,MDX,,foreign used,automatic,"₦ 12,800,000"
Lexus GX 460 Premium 2012 Red,Lexus,GX,,foreign used,automatic,"₦ 33,000,000"
Honda Accord Automatic 2004 Gold,Honda,Accord,,local used,automatic,"₦ 2,508,000"
Honda Accord 2004 Silver,Honda,Accord,2004,foreign used,automatic,"₦ 3,575,000"
Honda Accord 2008 Gray,Honda,Accord,2008,local used,automatic,"₦ 4,686,000"
BMW 318i 2006 Gray,BMW,318i,2006,local used,automatic,"₦ 11,000,000"
Nissan X-Trail 2010 Black,Nissan,X-Trail,2010,local used,automatic,"₦ 5,500,000"
Scion xD Base 2008 White,Scion,xD,,local used,automatic,"₦ 5,500,000"
Dodge Caliber 1.8 L SE 2007 Red,Dodge,Caliber,,local used,automatic,"₦ 3,800,000"
Toyota Camry 2007 Black,Toyota,Camry,2007,local used,automatic,"₦ 6,500,000"
Lexus IS 250 AWD 2007 Silver,Lexus,IS,,foreign used,automatic,"₦ 13,000,000"
Toyota Yaris 2004 Blue,Toyota,Yaris,2004,foreign used,manual,"₦ 5,000,000"
Mercedes-Benz M Class ML 350 4Matic 2013 White,,,,foreign used,automatic,"₦ 27,500,000"
Toyota 4-Runner TRD Off Road 4x4 2018 White,Toyota,4-Runner,,foreign used,automatic,"₦ 52,000,000"
Hyundai Santa Fe SE AWD 2017 White,Hyundai,Santa,,foreign used,automatic,"₦ 21,500,000"
Mercedes-Benz GLC-Class 2018 Red,,,,foreign used,automatic,"₦ 65,500,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2019 Gray,,,,foreign used,automatic,"₦ 72,000,000"
Toyota Corolla 2014 Blue,Toyota,Corolla,2014,foreign used,automatic,"₦ 16,200,000"
Mercedes-Benz C300 Luxury 4matic Sedan AWD (2.0L 4cyl 7A) 2017 White,,,,foreign used,automatic,"₦ 28,000,000"
Toyota Highlander XSE 2021 Black,Toyota,Highlander,,foreign used,automatic,"₦ 68,500,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2021 Black,,,,foreign used,automatic,"₦ 170,000,000"
Honda Accord Sport SE 4dr Sedan FWD (2.4L 4cyl 2A) 2017 Blue,Honda,Accord,,foreign used,automatic,"₦ 20,000,000"
Land Rover Range Rover Sport 2016 Red,Land,Rover,,local used,automatic,"₦ 31,000,000"
Toyota Tacoma TRD Sport 2022 White,Toyota,Tacoma,,foreign used,automatic,"₦ 62,000,000"
Lexus RX 330 2004 Silver,Lexus,RX,,foreign used,automatic,"₦ 12,000,000"
Lexus RX 330 2006 Beige,Lexus,RX,,foreign used,automatic,"₦ 11,650,000"
Mercedes-Benz C300 2022 Black,,,,foreign used,automatic,"₦ 110,000,000"
New Toyota Land Cruiser Prado 2024 Black,New,Toyota,,new,automatic,"₦ 140,000,000"
Porsche Cayenne 2021 White,Porsche,Cayenne,2021,foreign used,automatic,"₦ 180,000,000"
Mercedes-Benz GLE-Class GLE 350 2018 White,,,,foreign used,automatic,"₦ 38,000,000"
Toyota Corolla LE Special Edition 4dr Sedan (1.8L 4cyl 4A) 2013 Red,Toyota,Corolla,,foreign used,automatic,"₦ 12,500,000"
Lexus RX 350 2018 Gray,Lexus,RX,,foreign used,automatic,"₦ 43,000,000"
Mercedes-Benz M Class ML350 AWD 4MATIC 2009 Black,,,,foreign used,automatic,"₦ 11,000,000"
Honda Accord 2008 White,Honda,Accord,2008,local used,automatic,"₦ 4,180,000"
Honda Pilot 2007 Gold,Honda,Pilot,2007,local used,automatic,"₦ 7,020,000"
Ford F-150 2009 Blue,Ford,F-150,2009,local used,automatic,"₦ 16,500,000"
Pontiac Vibe 2004 Gray,Pontiac,Vibe,2004,local used,automatic,"₦ 3,520,000"
Mazda CX-9 2008 Red,Mazda,CX-9,2008,local used,automatic,"₦ 8,640,000"
Toyota Camry 2004 Green,Toyota,Camry,2004,local used,automatic,"₦ 3,080,000"
Peugeot 407 2002 Blue,Peugeot,407,2002,local used,manual,"₦ 2,860,000"
Toyota Corolla 2004 White,Toyota,Corolla,2004,foreign used,automatic,"₦ 8,950,000"
JAC JS4 2022 Gray,JAC,JS4,2022,local used,automatic,"₦ 28,600,000"
Honda Element 2004 Green,Honda,Element,2004,local used,automatic,"₦ 3,950,000"
Toyota Camry Automatic 1999 Green,Toyota,Camry,,local used,automatic,"₦ 2,250,000"
Toyota Sienna 2000 Gold,Toyota,Sienna,2000,local used,automatic,"₦ 3,800,000"
Lexus RX 330 2005 Black,Lexus,RX,,local used,automatic,"₦ 6,700,000"
Toyota Camry 2015 Blue,Toyota,Camry,2015,local used,automatic,"₦ 8,900,000"
Kia Soul 2013 White,Kia,Soul,2013,local used,automatic,"₦ 5,500,000"
Honda Accord Coupe 2.4 EX Automatic 2008 Gray,Honda,Accord,,local used,automatic,"₦ 4,300,000"
Toyota RAV4 2001 Blue,Toyota,RAV4,2001,local used,automatic,"₦ 3,400,000"
Hyundai Santa Fe GLS 4dr SUV (3.3L 6cyl 6A) 2014 Red,Hyundai,Santa,,foreign used,automatic,"₦ 16,500,000"
